,Date,Weekly_Sales,Store,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
0,2010-02-05,22638.83698630137,6,40.43,2.572,212.62235180000002,7.2589999999999995,0
1,2010-02-12,22003.888493150684,6,40.57,2.548,212.7700425,7.2589999999999995,1
2,2010-02-19,21765.806527777782,6,43.58,2.5140000000000002,212.8161546,7.2589999999999995,0
3,2010-02-26,19629.496027397265,6,47.1,2.5610000000000004,212.845337,7.2589999999999995,0
4,2010-03-05,21936.285205479457,6,49.63,2.625,212.8745193,7.2589999999999995,0
5,2010-03-12,21350.977534246576,6,58.82,2.667,212.9037017,7.2589999999999995,0
6,2010-03-19,23514.70708333333,6,56.55,2.72,212.7351935,7.2589999999999995,0
7,2010-03-26,20444.90805555556,6,53.74,2.7319999999999998,212.533737,7.2589999999999995,0
8,2010-04-02,24587.97083333334,6,64.94,2.719,212.33228050000002,7.0920000000000005,0
9,2010-04-09,23155.303055555552,6,66.15,2.77,212.1308239,7.0920000000000005,0
10,2010-04-16,21108.977222222242,6,65.68,2.8080000000000003,211.9942765,7.0920000000000005,0
11,2010-04-23,21696.28154929577,6,64.11,2.795,211.9442745,7.0920000000000005,0
12,2010-04-30,21099.72056338028,6,68.91,2.78,211.8942725,7.0920000000000005,0
13,2010-05-07,22815.775211267603,6,73.68,2.835,211.8442706,7.0920000000000005,0
14,2010-05-14,22087.81739130435,6,74.95,2.8539999999999996,211.8421769,7.0920000000000005,0
15,2010-05-21,21276.92277777778,6,74.8,2.826,212.1275324,7.0920000000000005,0
16,2010-05-28,23492.438,6,78.89,2.759,212.41288799999998,7.0920000000000005,0
17,2010-06-04,26160.28295774648,6,79.44,2.705,212.69824359999998,7.0920000000000005,0
18,2010-06-11,24080.747857142862,6,81.81,2.668,212.98359920000001,7.0920000000000005,0
19,2010-06-18,23960.68914285714,6,83.89,2.637,212.98138430000003,7.0920000000000005,0
20,2010-06-25,23438.312571428585,6,84.2,2.653,212.8641412,7.0920000000000005,0
21,2010-07-02,25504.018115942028,6,80.34,2.6689999999999996,212.746898,6.973,0
22,2010-07-09,24497.362173913043,6,80.93,2.642,212.62965490000002,6.973,0
23,2010-07-16,22287.44,6,83.75,2.623,212.62121630000001,6.973,0
24,2010-07-23,22327.336901408453,6,83.9,2.608,212.7578505,6.973,0
25,2010-07-30,21890.12542857143,6,81.37,2.64,212.8944846,6.973,0
26,2010-08-06,23003.40267605634,6,86.61,2.627,213.0311188,6.973,0
