,Date,Weekly_Sales,Store,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
0,2010-02-05,17989.664179104482,18,21.33,2.7880000000000003,131.52790320000003,9.202,0
1,2010-02-12,17468.833823529414,18,26.41,2.7710000000000004,131.5866129,9.202,1
2,2010-02-19,16438.048857142854,18,30.91,2.747,131.637,9.202,0
3,2010-02-26,15480.542753623196,18,35.42,2.753,131.686,9.202,0
4,2010-03-05,17349.095588235294,18,37.17,2.766,131.735,9.202,0
5,2010-03-12,16268.576,18,42.39,2.805,131.784,9.202,0
6,2010-03-19,15992.756911764707,18,45.42,2.8339999999999996,131.8242903,9.202,0
7,2010-03-26,15836.29115942029,18,47.55,2.8310000000000004,131.86312900000001,9.202,0
8,2010-04-02,18718.02746268657,18,45.63,2.826,131.9019677,9.269,0
9,2010-04-09,16777.822142857138,18,59.91,2.8489999999999998,131.9408065,9.269,0
10,2010-04-16,16457.646666666667,18,50.26,2.885,131.9809,9.269,0
11,2010-04-23,16177.622142857137,18,50.3,2.895,132.0226667,9.269,0
12,2010-04-30,15594.796470588233,18,51.12,2.935,132.0644333,9.269,0
13,2010-05-07,17214.865774647882,18,65.64,2.9810000000000003,132.1062,9.269,0
14,2010-05-14,15388.96464788732,18,49.9,2.983,132.152129,9.269,0
15,2010-05-21,16948.020923076918,18,60.27,2.9610000000000003,132.2230323,9.269,0
16,2010-05-28,19034.587727272723,18,69.12,2.906,132.2939355,9.269,0
17,2010-06-04,19262.299393939396,18,70.28,2.8569999999999998,132.3648387,9.269,0
18,2010-06-11,17515.251044776116,18,64.08,2.83,132.4357419,9.269,0
19,2010-06-18,17400.381176470582,18,65.96,2.805,132.47333329999998,9.269,0
20,2010-06-25,17695.408260869568,18,74.04,2.81,132.4976,9.269,0
21,2010-07-02,18498.94632352942,18,71.22,2.815,132.5218667,9.342,0
22,2010-07-09,16498.47056338029,18,79.75,2.806,132.54613329999998,9.342,0
23,2010-07-16,16404.62661764706,18,76.9,2.7960000000000003,132.5667742,9.342,0
24,2010-07-23,15189.826911764709,18,75.71,2.784,132.5825806,9.342,0
25,2010-07-30,15861.141470588234,18,75.79,2.792,132.5983871,9.342,0
26,2010-08-06,16424.195070422542,18,73.67,2.792,132.6141935,9.342,0
27,2010-08-13,16435.19363636364,18,74.19,2.81,132.63,9.342,0
28,2010-08-20,17042.69656716418,18,71.76,2.7960000000000003,132.6616129,9.342,0
29,2010-08-27,18123.921791044777,18,67.05,2.77,132.6932258,9.342,0
30,2010-09-03,17208.112608695654,18,75.42,2.735,132.72483870000002,9.342,0
31,2010-09-10,14870.604705882355,18,67.09,2.717,132.7564516,9.342,1
32,2010-09-17,14463.742173913039,18,60.94,2.716,132.76706670000002,9.342,0
33,2010-09-24,14407.013939393935,18,64.82,2.718,132.76193329999998,9.342,0
34,2010-10-01,13955.551470588234,18,67.76,2.717,132.7568,9.331,0
35,2010-10-08,16528.846417910445,18,54.73,2.7760000000000002,132.75166670000002,9.331,0
36,2010-10-15,15141.44264705882,18,52.02,2.878,132.7633548,9.331,0
37,2010-10-22,15472.35926470588,18,47.12,2.9189999999999996,132.8170968,9.331,0
38,2010-10-29,15051.833913043474,18,55.85,2.938,132.8708387,9.331,0
39,2010-11-05,15790.303478260872,18,42.05,2.938,132.92458059999998,9.331,0
40,2010-11-12,15901.795882352942,18,43.17,2.9610000000000003,132.9783226,9.331,0
41,2010-11-19,15378.270147058824,18,45.26,3.03,132.9172,9.331,0
42,2010-11-26,23967.526956521728,18,40.81,3.07,132.8369333,9.331,1
43,2010-12-03,17300.373285714282,18,37.09,3.065,132.7566667,9.331,0
44,2010-12-10,19946.041971830982,18,25.64,3.1319999999999997,132.6764,9.331,0
45,2010-12-17,22691.86728571428,18,27.4,3.139,132.68045159999997,9.331,0
46,2010-12-24,28964.387857142865,18,28.16,3.15,132.7477419,9.331,0
47,2010-12-31,12684.385857142857,18,26.1,3.177,132.81503229999998,9.331,1
48,2011-01-07,13734.710294117649,18,30.1,3.193,132.8823226,9.131,0
49,2011-01-14,11599.63104477612,18,22.69,3.215,132.9510645,9.131,0
50,2011-01-21,13502.250757575765,18,22.55,3.2319999999999998,133.0285161,9.131,0
51,2011-01-28,12136.297857142863,18,14.84,3.2430000000000003,133.1059677,9.131,0
52,2011-02-04,15302.04695652174,18,20.79,3.24,133.18341940000002,9.131,0
53,2011-02-11,16261.646086956524,18,24.3,3.255,133.260871,9.131,1
54,2011-02-18,15870.414057971013,18,31.59,3.263,133.3701429,9.131,0
55,2011-02-25,14579.468260869573,18,26.15,3.281,133.4921429,9.131,0
56,2011-03-04,15410.298840579711,18,28.49,3.437,133.6141429,9.131,0
57,2011-03-11,14324.489285714288,18,38.4,3.6,133.7361429,9.131,0
58,2011-03-18,13910.141029411767,18,41.12,3.634,133.8492258,9.131,0
59,2011-03-25,13688.74347826088,18,36.65,3.6239999999999997,133.9587419,9.131,0
60,2011-04-01,13595.408260869563,18,35.06,3.638,134.0682581,8.975,0
61,2011-04-08,14978.548529411768,18,43.32,3.72,134.17777420000002,8.975,0
62,2011-04-15,14531.731176470586,18,49.91,3.823,134.2784667,8.975,0
63,2011-04-22,16026.957391304355,18,45.99,3.9189999999999996,134.3571,8.975,0
64,2011-04-29,13915.919857142859,18,58.82,3.988,134.4357333,8.975,0
65,2011-05-06,15220.390999999998,18,54.17,4.078,134.51436669999998,8.975,0
66,2011-05-13,14393.81130434782,18,58.48,4.095,134.593,8.975,0
67,2011-05-20,14208.72042857143,18,57.55,4.101,134.6803871,8.975,0
68,2011-05-27,15437.886086956516,18,64.6,4.034,134.7677742,8.975,0
69,2011-06-03,17073.02898550724,18,70.9,3.9730000000000003,134.85516130000002,8.975,0
70,2011-06-10,14915.417142857144,18,69.49,3.924,134.94254840000002,8.975,0
71,2011-06-17,15380.285147058823,18,63.23,3.873,135.0837333,8.975,0
72,2011-06-24,15311.284782608704,18,67.41,3.8510000000000004,135.26526669999998,8.975,0
73,2011-07-01,15754.366086956523,18,69.75,3.815,135.4468,8.89,0
74,2011-07-08,15200.037971014492,18,73.12,3.784,135.6283333,8.89,0
75,2011-07-15,14129.219275362319,18,74.36,3.827,135.7837419,8.89,0
76,2011-07-22,14577.389117647055,18,78.68,3.8819999999999997,135.8738387,8.89,0
77,2011-07-29,14031.597647058821,18,73.85,3.898,135.9639355,8.89,0
78,2011-08-05,14533.425942028982,18,74.58,3.903,136.05403230000002,8.89,0
79,2011-08-12,13456.09898550725,18,73.57,3.88,136.144129,8.89,0
80,2011-08-19,13920.593880597016,18,69.24,3.82,136.183129,8.89,0
81,2011-08-26,17660.09938461539,18,70.32,3.7960000000000003,136.2136129,8.89,0
82,2011-09-02,8451.920937500001,18,68.23,3.784,136.24409680000002,8.89,0
83,2011-09-09,14867.962656250005,18,68.11,3.8089999999999997,136.27458059999998,8.89,1
84,2011-09-16,12436.99073529412,18,66.23,3.8089999999999997,136.3145,8.89,0
85,2011-09-23,12925.351060606059,18,60.44,3.758,136.36700000000002,8.89,0
86,2011-09-30,13036.12430769231,18,69.01,3.6839999999999997,136.4195,8.89,0
87,2011-10-07,14567.729999999998,18,54.65,3.633,136.472,8.471,0
88,2011-10-14,13819.332608695657,18,60.26,3.583,136.5150968,8.471,0
89,2011-10-21,15191.487246376806,18,55.83,3.6180000000000003,136.50177419999997,8.471,0
90,2011-10-28,15809.180428571432,18,45.61,3.6039999999999996,136.4884516,8.471,0
91,2011-11-04,15951.087826086958,18,38.29,3.5860000000000003,136.475129,8.471,0
92,2011-11-11,15881.347499999998,18,45.69,3.57,136.4618065,8.471,0
93,2011-11-18,15318.727246376804,18,47.88,3.571,136.4666667,8.471,0
94,2011-11-25,22875.64774647888,18,41.97,3.536,136.4788,8.471,1
95,2011-12-02,16972.10871428571,18,46.25,3.5010000000000003,136.49093330000002,8.471,0
96,2011-12-09,19549.589000000007,18,42.36,3.47,136.50306669999998,8.471,0
97,2011-12-16,21365.12999999999,18,35.52,3.445,136.53351609999999,8.471,0
98,2011-12-23,26891.33428571428,18,35.78,3.4130000000000003,136.5883871,8.471,0
99,2011-12-30,14233.274507042252,18,32.36,3.4019999999999997,136.6432581,8.471,1
100,2012-01-06,13764.592535211266,18,31.27,3.4389999999999996,136.698129,8.075,0
101,2012-01-13,12537.045774647886,18,35.25,3.523,136.753,8.075,0
102,2012-01-20,13393.182428571434,18,24.2,3.542,136.85641940000002,8.075,0
103,2012-01-27,11466.4475,18,30.44,3.568,136.95983869999998,8.075,0
104,2012-02-03,14996.743428571426,18,37.62,3.633,137.0632581,8.075,0
105,2012-02-10,16594.507285714284,18,32.83,3.655,137.1666774,8.075,1
106,2012-02-17,16173.70739130434,18,32.87,3.7030000000000003,137.2583103,8.075,0
107,2012-02-24,14826.58728571429,18,36.34,3.7510000000000003,137.3411034,8.075,0
108,2012-03-02,15176.505942028984,18,33.59,3.827,137.4238966,8.075,0
109,2012-03-09,15498.492428571424,18,38.1,3.8760000000000003,137.50668969999998,8.075,0
110,2012-03-16,14600.263285714285,18,45.84,3.867,137.58438710000001,8.075,0
111,2012-03-23,14944.047826086955,18,58.06,3.889,137.65529030000002,8.075,0
112,2012-03-30,14416.017142857141,18,45.35,3.9210000000000003,137.7261935,8.075,0
113,2012-04-06,16912.891549295782,18,43.8,3.957,137.79709680000002,8.304,0
114,2012-04-13,14263.47857142857,18,47.75,4.025,137.868,8.304,0
115,2012-04-20,14448.081690140845,18,60.88,4.046,137.9230667,8.304,0
116,2012-04-27,13537.834225352111,18,50.43,4.023,137.9781333,8.304,0
117,2012-05-04,15000.39842857143,18,49.66,3.991,138.0332,8.304,0
118,2012-05-11,15149.04428571429,18,57.44,3.947,138.0882667,8.304,0
119,2012-05-18,15180.356376811596,18,62.31,3.8989999999999996,138.10658059999997,8.304,0
120,2012-05-25,15549.23685714286,18,65.48,3.85,138.1101935,8.304,0
121,2012-06-01,15975.909999999994,18,71.42,3.798,138.11380649999998,8.304,0
122,2012-06-08,15863.999142857143,18,59.1,3.7460000000000004,138.11741940000002,8.304,0
123,2012-06-15,14893.321549295779,18,66.58,3.6830000000000003,138.12953330000002,8.304,0
124,2012-06-22,15657.360724637681,18,70.92,3.6289999999999996,138.1629,8.304,0
125,2012-06-29,15898.642028985509,18,70.17,3.577,138.1962667,8.304,0
