,Date,Weekly_Sales,Store,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
0,2010-02-05,29273.82821917808,2,40.19,2.572,210.75260530000003,8.324,0
1,2010-02-12,29691.7986111111,2,38.49,2.548,210.8979935,8.324,1
2,2010-02-19,29102.07589041096,2,39.69,2.5140000000000002,210.9451605,8.324,0
3,2010-02-26,25549.27767123288,2,46.1,2.5610000000000004,210.97595730000003,8.324,0
4,2010-03-05,27274.152465753425,2,47.17,2.625,211.0067542,8.324,0
5,2010-03-12,27645.608055555556,2,57.56,2.667,211.03755099999998,8.324,0
6,2010-03-19,26658.505205479458,2,54.52,2.72,210.8733316,8.324,0
7,2010-03-26,23975.312465753424,2,51.26,2.7319999999999998,210.6766095,8.324,0
8,2010-04-02,28697.05166666666,2,63.27,2.719,210.4798874,8.2,0
9,2010-04-09,27148.461250000004,2,65.41,2.77,210.2831653,8.2,0
10,2010-04-16,26407.85830985916,2,68.07,2.8080000000000003,210.1495463,8.2,0
11,2010-04-23,25661.84408450704,2,65.11,2.795,210.1000648,8.2,0
12,2010-04-30,25386.623802816903,2,66.98,2.78,210.0505833,8.2,0
13,2010-05-07,27980.571369863017,2,71.28,2.835,210.00110180000001,8.2,0
14,2010-05-14,26489.46985915492,2,73.31,2.8539999999999996,209.9984585,8.2,0
15,2010-05-21,26717.423943661965,2,74.83,2.826,210.2768443,8.2,0
16,2010-05-28,27958.76985714285,2,81.13,2.759,210.5552301,8.2,0
17,2010-06-04,30036.284714285714,2,81.81,2.705,210.833616,8.2,0
18,2010-06-11,28528.714929577465,2,83.4,2.668,211.1120018,8.2,0
19,2010-06-18,28594.813714285712,2,85.81,2.637,211.10965430000002,8.2,0
20,2010-06-25,27322.916760563374,2,86.26,2.653,210.9950134,8.2,0
21,2010-07-02,28224.51605633804,2,82.74,2.6689999999999996,210.8803726,8.099,0
22,2010-07-09,27259.45826086956,2,82.59,2.642,210.76573169999998,8.099,0
23,2010-07-16,26751.88101449276,2,85.32,2.623,210.7577954,8.099,0
24,2010-07-23,25094.615633802816,2,87.66,2.608,210.8921319,8.099,0
25,2010-07-30,25058.974444444448,2,83.49,2.64,211.0264684,8.099,0
26,2010-08-06,28455.85685714285,2,89.53,2.627,211.16080490000002,8.099,0
27,2010-08-13,26698.606338028163,2,89.05,2.6919999999999997,211.2951413,8.099,0
28,2010-08-20,28061.931857142856,2,88.7,2.6639999999999997,211.25965860000002,8.099,0
29,2010-08-27,26251.27450704226,2,87.12,2.6189999999999998,211.2241759,8.099,0
30,2010-09-03,26825.466056338028,2,81.83,2.577,211.1886931,8.099,0
31,2010-09-10,25543.45597222222,2,79.09,2.565,211.15321040000003,8.099,1
32,2010-09-17,25266.24788732394,2,82.05,2.582,211.1806415,8.099,0
33,2010-09-24,24289.53830985916,2,81.79,2.6239999999999997,211.2552578,8.099,0
34,2010-10-01,25738.5976056338,2,69.24,2.603,211.3298742,8.163,0
35,2010-10-08,25693.353333333336,2,63.19,2.633,211.4044906,8.163,0
36,2010-10-15,25272.61253521126,2,65.8,2.72,211.4713286,8.163,0
37,2010-10-22,24478.135774647882,2,68.5,2.725,211.5187208,8.163,0
38,2010-10-29,25038.26541666666,2,66.24,2.716,211.5661131,8.163,0
39,2010-11-05,27700.877285714287,2,57.85,2.6889999999999996,211.61350530000004,8.163,0
40,2010-11-12,26997.36253521127,2,59.69,2.728,211.6608975,8.163,0
41,2010-11-19,27176.93291666667,2,50.81,2.7710000000000004,211.5470304,8.163,0
42,2010-11-26,36926.74013888889,2,62.98,2.735,211.4062867,8.163,1
43,2010-12-03,27613.442054794516,2,49.33,2.708,211.265543,8.163,0
44,2010-12-10,33503.19084507042,2,45.5,2.843,211.12479930000003,8.163,0
45,2010-12-17,36238.427083333336,2,47.55,2.8689999999999998,211.06454580000002,8.163,0
46,2010-12-24,47068.59835616439,2,49.97,2.886,211.06465989999998,8.163,0
47,2010-12-31,24311.590972222217,2,47.3,2.943,211.06477400000003,8.163,1
48,2011-01-07,24417.372083333332,2,44.69,2.9760000000000004,211.06488810000002,8.027999999999999,0
49,2011-01-14,23893.06273972602,2,33.02,2.983,211.1176713,8.027999999999999,0
50,2011-01-21,24324.790277777778,2,41.4,3.016,211.48646910000002,8.027999999999999,0
51,2011-01-28,23546.828888888893,2,42.83,3.01,211.8552668,8.027999999999999,0
52,2011-02-04,26796.475416666664,2,38.25,2.989,212.22406459999996,8.027999999999999,0
53,2011-02-11,30111.689027777775,2,33.19,3.022,212.59286239999997,8.027999999999999,1
54,2011-02-18,28505.27150684932,2,57.83,3.045,212.90331150000003,8.027999999999999,0
55,2011-02-25,25824.099718309855,2,60.8,3.065,213.190421,8.027999999999999,0
56,2011-03-04,27145.312054794533,2,57.77,3.2880000000000003,213.47753050000003,8.027999999999999,0
57,2011-03-11,25741.196027397265,2,52.7,3.4589999999999996,213.7646401,8.027999999999999,0
58,2011-03-18,26424.411944444448,2,62.32,3.488,214.0156238,8.027999999999999,0
59,2011-03-25,24530.028472222217,2,69.42,3.4730000000000003,214.25215730000002,8.027999999999999,0
60,2011-04-01,25354.526197183102,2,55.43,3.5239999999999996,214.48869080000003,7.931,0
61,2011-04-08,25660.45291666667,2,67.0,3.622,214.7252242,7.931,0
62,2011-04-15,26147.434366197183,2,69.48,3.7430000000000003,214.9420631,7.931,0
63,2011-04-22,26568.163380281683,2,69.39,3.807,215.10966569999997,7.931,0
64,2011-04-29,24243.684444444443,2,69.21,3.81,215.27726830000003,7.931,0
65,2011-05-06,25174.569863013712,2,61.48,3.906,215.44487090000004,7.931,0
66,2011-05-13,25185.1105479452,2,74.61,3.8989999999999996,215.6124735,7.931,0
67,2011-05-20,24118.31228571428,2,67.14,3.907,215.38347779999998,7.931,0
68,2011-05-27,25320.176901408453,2,76.42,3.786,215.15448219999996,7.931,0
69,2011-06-03,26489.811095890414,2,83.07,3.699,214.92548650000003,7.931,0
70,2011-06-10,27171.17126760564,2,83.4,3.648,214.69649080000002,7.931,0
71,2011-06-17,27135.72208333333,2,86.53,3.637,214.6513538,7.931,0
72,2011-06-24,25584.65428571429,2,85.17,3.594,214.7441108,7.931,0
73,2011-07-01,26660.614285714288,2,85.69,3.5239999999999996,214.83686780000002,7.852,0
74,2011-07-08,26473.74271428572,2,87.7,3.48,214.9296249,7.852,0
75,2011-07-15,25502.675571428575,2,89.83,3.575,215.0134426,7.852,0
76,2011-07-22,24560.79450704225,2,89.34,3.6510000000000002,215.0749122,7.852,0
77,2011-07-29,24009.900857142868,2,90.07,3.682,215.1363819,7.852,0
78,2011-08-05,26810.060857142867,2,93.34,3.6839999999999997,215.1978515,7.852,0
79,2011-08-12,25531.947323943667,2,91.58,3.638,215.25932110000002,7.852,0
80,2011-08-19,25973.16323943661,2,89.86,3.554,215.3229307,7.852,0
81,2011-08-26,25293.60986111111,2,90.45,3.523,215.38689700000003,7.852,0
82,2011-09-02,25126.662499999995,2,89.64,3.533,215.4508632,7.852,0
83,2011-09-09,24277.786805555563,2,77.97,3.5460000000000003,215.5148295,7.852,1
84,2011-09-16,23492.215555555562,2,78.85,3.5260000000000002,215.6944378,7.852,0
85,2011-09-23,23184.719166666666,2,75.58,3.467,216.02823560000002,7.852,0
86,2011-09-30,23244.99211267606,2,78.14,3.355,216.3620333,7.852,0
87,2011-10-07,25881.034225352116,2,69.92,3.285,216.69583109999996,7.441,0
88,2011-10-14,24561.720985915494,2,71.67,3.2739999999999996,217.0048261,7.441,0
89,2011-10-21,25840.56690140845,2,64.53,3.353,217.1650042,7.441,0
90,2011-10-28,24573.559027777785,2,65.87,3.372,217.3251824,7.441,0
91,2011-11-04,27601.519718309868,2,55.53,3.332,217.48536049999998,7.441,0
92,2011-11-11,26676.738194444435,2,59.33,3.2969999999999997,217.6455387,7.441,0
93,2011-11-18,26065.2397260274,2,62.01,3.3080000000000003,217.86702180000003,7.441,0
94,2011-11-25,35810.99041095891,2,56.36,3.236,218.1130269,7.441,1
95,2011-12-02,27534.535211267597,2,48.74,3.1719999999999997,218.35903190000002,7.441,0
96,2011-12-09,31377.387945205483,2,41.76,3.158,218.605037,7.441,0
97,2011-12-16,33325.157808219185,2,50.13,3.159,218.82179280000003,7.441,0
98,2011-12-23,43572.564864864886,2,46.66,3.112,218.9995495,7.441,0
99,2011-12-30,25674.335890410955,2,44.57,3.1289999999999996,219.1773063,7.441,1
100,2012-01-06,24993.335277777784,2,46.75,3.157,219.355063,7.057,0
101,2012-01-13,24573.59830985916,2,45.99,3.261,219.53281980000003,7.057,0
102,2012-01-20,23774.57097222222,2,51.7,3.2680000000000002,219.6258417,7.057,0
103,2012-01-27,23068.14083333333,2,50.5,3.29,219.7188636,7.057,0
104,2012-02-03,26510.958082191777,2,55.21,3.36,219.81188540000002,7.057,0
