,Date,Weekly_Sales,Store,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
0,2010-02-05,9451.049855072464,15,19.83,2.9539999999999997,131.52790320000003,8.35,0
1,2010-02-12,9611.930985915496,15,22.0,2.94,131.5866129,8.35,1
2,2010-02-19,9577.373188405798,15,27.54,2.909,131.637,8.35,0
3,2010-02-26,7956.101408450703,15,29.87,2.91,131.686,8.35,0
4,2010-03-05,8772.832318840577,15,31.79,2.9189999999999996,131.735,8.35,0
5,2010-03-12,8509.487183098592,15,41.39,2.938,131.784,8.35,0
6,2010-03-19,8731.039264705878,15,44.69,2.96,131.8242903,8.35,0
7,2010-03-26,8707.521911764708,15,39.53,2.963,131.86312900000001,8.35,0
8,2010-04-02,10119.305774647892,15,45.27,2.957,131.9019677,8.185,0
9,2010-04-09,8938.109436619721,15,57.77,2.992,131.9408065,8.185,0
10,2010-04-16,9160.123571428572,15,49.63,3.01,131.9809,8.185,0
11,2010-04-23,9320.255072463771,15,46.54,3.0210000000000004,132.0226667,8.185,0
12,2010-04-30,8393.986911764705,15,49.09,3.042,132.0644333,8.185,0
13,2010-05-07,9584.766376811596,15,63.16,3.095,132.1062,8.185,0
14,2010-05-14,8614.278260869567,15,47.13,3.112,132.152129,8.185,0
15,2010-05-21,8808.544285714286,15,59.09,3.096,132.2230323,8.185,0
16,2010-05-28,10639.612571428575,15,70.61,3.0460000000000003,132.2939355,8.185,0
17,2010-06-04,10346.156716417912,15,69.99,3.0060000000000002,132.3648387,8.185,0
18,2010-06-11,9243.840149253732,15,61.04,2.972,132.4357419,8.185,0
19,2010-06-18,9454.051159420289,15,65.83,2.9419999999999997,132.47333329999998,8.185,0
20,2010-06-25,9885.206323529408,15,72.79,2.958,132.4976,8.185,0
21,2010-07-02,10280.247971014493,15,66.13,2.958,132.5218667,8.099,0
22,2010-07-09,9878.537428571428,15,77.33,2.94,132.54613329999998,8.099,0
23,2010-07-16,9045.767,15,72.83,2.9330000000000003,132.5667742,8.099,0
24,2010-07-23,8430.33,15,73.2,2.924,132.5825806,8.099,0
25,2010-07-30,8974.261739130436,15,72.04,2.932,132.5983871,8.099,0
26,2010-08-06,9406.635882352944,15,72.7,2.9419999999999997,132.6141935,8.099,0
27,2010-08-13,9020.827246376812,15,72.17,2.923,132.63,8.099,0
28,2010-08-20,9508.812537313432,15,71.1,2.9130000000000003,132.6616129,8.099,0
29,2010-08-27,9555.75220588235,15,65.07,2.885,132.6932258,8.099,0
30,2010-09-03,9123.53157142857,15,73.17,2.86,132.72483870000002,8.099,0
31,2010-09-10,9440.664705882356,15,62.36,2.8369999999999997,132.7564516,8.099,1
