,Date,Weekly_Sales,Store,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
0,2010-02-05,13293.87328358209,45,27.31,2.784,181.8711898,8.992,0
1,2010-02-12,9661.597647058825,45,27.73,2.773,181.982317,8.992,1
2,2010-02-19,12192.232463768116,45,31.27,2.745,182.03478159999997,8.992,0
3,2010-02-26,10598.452142857144,45,34.89,2.7539999999999996,182.07746909999997,8.992,0
4,2010-03-05,11611.212238805974,45,37.13,2.7769999999999997,182.1201566,8.992,0
5,2010-03-12,11260.109117647064,45,45.8,2.818,182.1628441,8.992,0
6,2010-03-19,11549.54462686567,45,48.79,2.844,182.07798569999997,8.992,0
7,2010-03-26,11508.285000000002,45,54.36,2.8539999999999996,181.97186969999998,8.992,0
8,2010-04-02,13093.074029850746,45,47.74,2.85,181.86575369999997,8.899,0
9,2010-04-09,12633.071212121211,45,65.45,2.8689999999999998,181.75963769999998,8.899,0
10,2010-04-16,11674.954626865663,45,54.28,2.8989999999999996,181.6924769,8.899,0
11,2010-04-23,11026.163235294118,45,53.47,2.9019999999999997,181.6772564,8.899,0
12,2010-04-30,11170.690454545454,45,53.15,2.9210000000000003,181.6620359,8.899,0
13,2010-05-07,12305.920606060603,45,70.75,2.966,181.6468154,8.899,0
14,2010-05-14,11316.15223880597,45,54.26,2.9819999999999998,181.6612792,8.899,0
15,2010-05-21,11162.511194029848,45,62.62,2.958,181.8538486,8.899,0
16,2010-05-28,11780.859264705889,45,69.27,2.8989999999999996,182.04641809999998,8.899,0
17,2010-06-04,12316.891470588238,45,75.93,2.847,182.2389876,8.899,0
18,2010-06-11,11861.175671641788,45,69.71,2.8089999999999997,182.4315571,8.899,0
19,2010-06-18,12166.126865671646,45,72.62,2.78,182.4424199,8.899,0
20,2010-06-25,11651.458088235295,45,79.32,2.8080000000000003,182.3806,8.899,0
21,2010-07-02,12123.452121212122,45,76.61,2.815,182.3187801,8.743,0
22,2010-07-09,12108.646153846152,45,82.45,2.793,182.2569603,8.743,0
23,2010-07-16,11133.984461538457,45,77.84,2.783,182.26044109999998,8.743,0
24,2010-07-23,10665.688208955225,45,81.46,2.7710000000000004,182.3509895,8.743,0
25,2010-07-30,10542.048088235295,45,79.78,2.781,182.4415378,8.743,0
26,2010-08-06,11142.049552238808,45,77.17,2.784,182.5320862,8.743,0
27,2010-08-13,11111.726307692306,45,78.44,2.805,182.6226346,8.743,0
28,2010-08-20,11071.37953125,45,76.01,2.779,182.6165205,8.743,0
29,2010-08-27,11103.75892307692,45,71.36,2.755,182.61040630000002,8.743,0
30,2010-09-03,11971.889393939397,45,78.37,2.715,182.60429219999997,8.743,0
31,2010-09-10,10609.70911764706,45,70.87,2.699,182.598178,8.743,1
32,2010-09-17,10701.307164179108,45,66.55,2.7060000000000004,182.622509,8.743,0
33,2010-09-24,9829.399710144928,45,68.59,2.713,182.6696737,8.743,0
34,2010-10-01,10298.623283582087,45,70.58,2.707,182.7168385,8.724,0
35,2010-10-08,10967.383823529406,45,56.49,2.764,182.7640032,8.724,0
36,2010-10-15,10675.571641791044,45,58.61,2.8680000000000003,182.8106203,8.724,0
37,2010-10-22,11074.232878787881,45,53.15,2.917,182.8558685,8.724,0
38,2010-10-29,10621.155942028985,45,61.3,2.9210000000000003,182.9011166,8.724,0
39,2010-11-05,11403.194925373127,45,45.65,2.917,182.9463648,8.724,0
40,2010-11-12,11427.595970149252,45,46.14,2.931,182.9916129,8.724,0
41,2010-11-19,10805.788805970147,45,50.02,3.0,182.8989385,8.724,0
42,2010-11-26,17389.70823529411,45,46.15,3.0389999999999997,182.7832769,8.724,1
43,2010-12-03,12930.072058823527,45,40.93,3.0460000000000003,182.66761540000002,8.724,0
44,2010-12-10,14960.661791044775,45,30.54,3.109,182.5519538,8.724,0
45,2010-12-17,16765.41567164179,45,30.51,3.14,182.517732,8.724,0
46,2010-12-24,24389.30478260869,45,30.59,3.141,182.54459,8.724,0
47,2010-12-31,10136.659701492536,45,29.67,3.179,182.5714479,8.724,1
48,2011-01-07,10306.884090909089,45,34.32,3.193,182.59830580000002,8.549,0
49,2011-01-14,9909.378030303029,45,24.78,3.205,182.6585782,8.549,0
50,2011-01-21,9761.898939393945,45,30.55,3.2289999999999996,182.9193368,8.549,0
51,2011-01-28,9351.63,45,24.05,3.237,183.18009550000002,8.549,0
52,2011-02-04,11683.728153846156,45,28.73,3.2310000000000003,183.4408542,8.549,0
53,2011-02-11,11108.057971014492,45,30.3,3.239,183.7016129,8.549,1
54,2011-02-18,11973.931492537313,45,40.7,3.245,183.93713530000002,8.549,0
55,2011-02-25,11116.920909090913,45,35.78,3.2739999999999996,184.1625632,8.549,0
56,2011-03-04,11543.641818181817,45,38.65,3.4330000000000003,184.3879911,8.549,0
57,2011-03-11,10818.405,45,45.01,3.582,184.613419,8.549,0
58,2011-03-18,10948.727910447764,45,46.66,3.6310000000000002,184.809719,8.549,0
59,2011-03-25,10430.974637681162,45,41.76,3.625,184.99436790000001,8.549,0
60,2011-04-01,10794.329696969693,45,37.27,3.638,185.17901669999998,8.521,0
61,2011-04-08,11196.756865671638,45,48.71,3.72,185.3636656,8.521,0
62,2011-04-15,11421.940597014927,45,53.69,3.821,185.5339821,8.521,0
63,2011-04-22,12143.737910447759,45,53.04,3.892,185.66846730000003,8.521,0
64,2011-04-29,11739.725522388057,45,66.18,3.9619999999999997,185.8029526,8.521,0
65,2011-05-06,12091.80059701493,45,58.21,4.046,185.9374378,8.521,0
66,2011-05-13,11674.839705882348,45,60.38,4.066,186.0719231,8.521,0
67,2011-05-20,10853.189104477617,45,62.28,4.062,185.9661154,8.521,0
68,2011-05-27,12203.779850746267,45,69.7,3.985,185.8603077,8.521,0
69,2011-06-03,13294.294696969702,45,76.38,3.9219999999999997,185.7545,8.521,0
70,2011-06-10,12155.151791044773,45,73.88,3.8810000000000002,185.64869230000002,8.521,0
