,Date,Weekly_Sales,Store,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
0,2010-02-05,15418.169701492536,22,24.36,2.7880000000000003,135.3524608,8.283,0
1,2010-02-12,14819.873188405798,22,28.14,2.7710000000000004,135.4113076,8.283,1
2,2010-02-19,14120.96585714285,22,31.96,2.747,135.4657781,8.283,0
3,2010-02-26,13231.786470588233,22,35.98,2.753,135.5195191,8.283,0
4,2010-03-05,14841.194705882355,22,36.82,2.766,135.5732602,8.283,0
5,2010-03-12,14017.208260869567,22,43.43,2.805,135.62700130000002,8.283,0
6,2010-03-19,14208.01602941176,22,46.03,2.8339999999999996,135.6682247,8.283,0
7,2010-03-26,14667.75536231884,22,48.56,2.8310000000000004,135.7073618,8.283,0
8,2010-04-02,17313.838088235294,22,44.96,2.826,135.7464988,8.347999999999999,0
9,2010-04-09,14973.493768115944,22,57.06,2.8489999999999998,135.78563590000002,8.347999999999999,0
10,2010-04-16,14506.792318840584,22,51.14,2.885,135.82725,8.347999999999999,0
11,2010-04-23,14052.09376811594,22,51.04,2.895,135.87216669999998,8.347999999999999,0
12,2010-04-30,14169.319710144931,22,50.96,2.935,135.9170833,8.347999999999999,0
13,2010-05-07,15484.901176470588,22,63.81,2.9810000000000003,135.96200000000002,8.347999999999999,0
14,2010-05-14,14317.431323529408,22,50.99,2.983,136.010394,8.347999999999999,0
15,2010-05-21,14202.578115942022,22,59.99,2.9610000000000003,136.0796521,8.347999999999999,0
16,2010-05-28,16473.737313432834,22,65.64,2.906,136.1489101,8.347999999999999,0
17,2010-06-04,16110.869558823535,22,69.49,2.8569999999999998,136.21816819999998,8.347999999999999,0
18,2010-06-11,15159.949571428571,22,65.01,2.83,136.2874263,8.347999999999999,0
19,2010-06-18,15483.75367647059,22,67.13,2.805,136.32433930000002,8.347999999999999,0
20,2010-06-25,16343.587014925371,22,74.37,2.81,136.34831430000003,8.347999999999999,0
21,2010-07-02,16474.407499999998,22,72.88,2.815,136.3722893,8.433,0
22,2010-07-09,16555.36757575758,22,79.22,2.806,136.3962643,8.433,0
23,2010-07-16,14975.651363636365,22,76.3,2.7960000000000003,136.41798269999998,8.433,0
24,2010-07-23,14325.341176470583,22,76.91,2.784,136.4366924,8.433,0
25,2010-07-30,14276.082941176472,22,76.35,2.792,136.4554021,8.433,0
26,2010-08-06,15079.494626865677,22,74.37,2.792,136.4741118,8.433,0
27,2010-08-13,14187.106142857143,22,74.75,2.81,136.49282140000003,8.433,0
28,2010-08-20,15179.782686567163,22,73.21,2.7960000000000003,136.52491819999997,8.433,0
29,2010-08-27,15903.249411764707,22,68.99,2.77,136.55701499999998,8.433,0
30,2010-09-03,16037.848955223879,22,75.85,2.735,136.5891118,8.433,0
31,2010-09-10,13393.83188405797,22,68.6,2.717,136.6212085,8.433,1
32,2010-09-17,13705.760746268656,22,62.49,2.716,136.6338071,8.433,0
33,2010-09-24,13083.757246376808,22,65.14,2.718,136.6317821,8.433,0
34,2010-10-01,13727.078333333335,22,69.31,2.717,136.6297571,8.572000000000001,0
35,2010-10-08,14927.229705882355,22,56.32,2.7760000000000002,136.6277321,8.572000000000001,0
36,2010-10-15,14035.315588235293,22,55.23,2.878,136.6401935,8.572000000000001,0
37,2010-10-22,14132.331176470583,22,50.24,2.9189999999999996,136.688871,8.572000000000001,0
38,2010-10-29,15084.798088235295,22,57.73,2.938,136.7375484,8.572000000000001,0
39,2010-11-05,15255.881212121216,22,44.34,2.938,136.7862258,8.572000000000001,0
40,2010-11-12,15813.615757575757,22,44.42,2.9610000000000003,136.83490319999999,8.572000000000001,0
41,2010-11-19,14498.477058823533,22,48.62,3.03,136.77157140000003,8.572000000000001,0
42,2010-11-26,23007.38617647059,22,44.61,3.07,136.6895714,8.572000000000001,1
43,2010-12-03,18095.802647058827,22,39.42,3.065,136.6075714,8.572000000000001,0
44,2010-12-10,20105.92411764705,22,28.43,3.1319999999999997,136.52557140000002,8.572000000000001,0
45,2010-12-17,22465.92632352941,22,30.46,3.139,136.5292811,8.572000000000001,0
46,2010-12-24,28859.48588235295,22,29.76,3.15,136.597273,8.572000000000001,0
47,2010-12-31,11386.21,22,28.49,3.177,136.66526499999998,8.572000000000001,1
48,2011-01-07,13241.73787878788,22,32.56,3.193,136.73325690000001,8.458,0
49,2011-01-14,12052.768955223879,22,24.76,3.215,136.80347700000002,8.458,0
50,2011-01-21,12761.209253731346,22,26.8,3.2319999999999998,136.8870657,8.458,0
51,2011-01-28,11755.428676470588,22,20.61,3.2430000000000003,136.9706544,8.458,0
52,2011-02-04,13912.66147058823,22,26.39,3.24,137.05424309999998,8.458,0
53,2011-02-11,15291.005000000005,22,28.89,3.255,137.13783180000001,8.458,1
54,2011-02-18,14787.346363636367,22,35.34,3.263,137.25118490000003,8.458,0
55,2011-02-25,13400.668088235296,22,30.23,3.281,137.3764439,8.458,0
56,2011-03-04,14885.867910447763,22,33.52,3.437,137.5017028,8.458,0
