Date,Weekly_Sales
2010-02-05,15418.169701492536
2010-02-12,14819.873188405798
2010-02-19,14120.965857142848
2010-02-26,13231.786470588233
2010-03-05,14841.194705882357
2010-03-12,14017.208260869567
2010-03-19,14208.016029411761
2010-03-26,14667.755362318841
2010-04-02,17313.838088235294
2010-04-09,14973.493768115946
2010-04-16,14506.792318840584
2010-04-23,14052.09376811594
2010-04-30,14169.319710144933
2010-05-07,15484.901176470588
2010-05-14,14317.431323529408
2010-05-21,14202.578115942022
2010-05-28,16473.737313432834
2010-06-04,16110.869558823535
2010-06-11,15159.949571428571
2010-06-18,15483.753676470587
2010-06-25,16343.587014925371
2010-07-02,16474.407499999998
2010-07-09,16555.36757575758
2010-07-16,14975.651363636365
2010-07-23,14325.341176470583
2010-07-30,14276.082941176472
2010-08-06,15079.494626865675
2010-08-13,14187.106142857145
2010-08-20,15179.782686567163
2010-08-27,15903.249411764706
2010-09-03,16037.848955223879
2010-09-10,13393.83188405797
2010-09-17,13705.760746268654
2010-09-24,13083.75724637681
2010-10-01,13727.078333333337
2010-10-08,14927.229705882357
2010-10-15,14035.315588235291
2010-10-22,14132.331176470585
2010-10-29,15084.798088235295
2010-11-05,15255.881212121216
2010-11-12,15813.615757575757
2010-11-19,14498.477058823531
2010-11-26,23007.38617647059
2010-12-03,18095.802647058827
2010-12-10,20105.924117647053
2010-12-17,22465.92632352941
2010-12-24,28859.48588235295
2010-12-31,11386.21
2011-01-07,13241.73787878788
2011-01-14,12052.76895522388
2011-01-21,12761.209253731344
2011-01-28,11755.428676470588
2011-02-04,13912.66147058823
2011-02-11,15291.005000000005
2011-02-18,14787.346363636367
2011-02-25,13400.668088235296
2011-03-04,14885.867910447765
2011-03-11,14311.927727272729
2011-03-18,13827.270447761191
2011-03-25,14144.369545454543
2011-04-01,13993.94661764706
2011-04-08,14682.525606060603
2011-04-15,15281.16727272728
2011-04-22,17205.7
2011-04-29,13822.892537313433
2011-05-06,15637.51606060606
2011-05-13,15175.132424242425
2011-05-20,14701.63378787879
2011-05-27,15247.288656716417
2011-06-03,16793.58089552239
2011-06-10,15833.858059701495
2011-06-17,15559.024029850747
2011-06-24,15113.197014925374
2011-07-01,16081.965373134331
2011-07-08,15646.933076923084
2011-07-15,14357.51597014925
2011-07-22,14398.265671641791
2011-07-29,14103.861044776117
2011-08-05,14459.308235294115
2011-08-12,14584.98823529412
2011-08-19,14742.498636363633
2011-08-26,17639.034477611942
2011-09-02,13623.324776119402
2011-09-09,14771.09617647059
2011-09-16,13585.80652173913
2011-09-23,13430.369402985074
2011-09-30,14019.325882352941
2011-10-07,14609.36279411764
2011-10-14,13887.313529411762
2011-10-21,14434.81205882353
2011-10-28,16408.234029850748
2011-11-04,16273.170441176475
2011-11-11,15466.768970588233
2011-11-18,14817.344705882351
2011-11-25,22258.80420289855
2011-12-02,17170.89911764706
2011-12-09,18970.542608695658
2011-12-16,21060.1931884058
2011-12-23,26617.081142857143
2011-12-30,14450.899117647063
2012-01-06,12976.205797101451
2012-01-13,12767.724925373137
2012-01-20,13191.580000000002
2012-01-27,11565.576911764703
2012-02-03,14095.40808823529
2012-02-10,15439.523432835816
2012-02-17,14996.25985074627
2012-02-24,13425.866911764704
2012-03-02,13926.666428571429
2012-03-09,14158.957285714285
2012-03-16,14217.35308823529
2012-03-23,14388.034782608693
2012-03-30,14202.498970588227
2012-04-06,17106.995142857137
2012-04-13,13610.409275362319
2012-04-20,14497.722753623197
2012-04-27,13566.763823529414
2012-05-04,14780.636911764703
2012-05-11,14461.864202898552
2012-05-18,14509.00029411765
2012-05-25,14961.391142857137
2012-06-01,16709.96015151515
2012-06-08,15837.826417910446
2012-06-15,15839.0923880597
2012-06-22,16122.4536231884
2012-06-29,15498.261470588239
2012-07-06,16384.867761194033
2012-07-13,14497.931044776115
2012-07-20,15029.83893939394
2012-07-27,13816.883731343287
2012-08-03,14812.615147058828
2012-08-10,14754.739242424244
2012-08-17,14645.86955223881
2012-08-24,15375.460144927536
2012-08-31,15257.774029850747
2012-09-07,14656.305882352946
2012-09-14,13500.724705882356
2012-09-21,13356.703333333331
2012-09-28,14151.876956521739
2012-10-05,14851.284705882357
2012-10-12,14343.426285714284
2012-10-19,14597.432089552236
2012-10-26,15861.1984057971
