,Store,Dept,Date,Weekly_Sales
179332,19,17,2010-02-05,20578.79
179333,19,17,2010-02-12,21172.85
179334,19,17,2010-02-19,18952.2
179335,19,17,2010-02-26,17959.47
179336,19,17,2010-03-05,20217.14
179337,19,17,2010-03-12,20850.18
179338,19,17,2010-03-19,20763.79
179339,19,17,2010-03-26,18075.43
179340,19,17,2010-04-02,16599.81
179341,19,17,2010-04-09,15663.4
179342,19,17,2010-04-16,16735.01
179343,19,17,2010-04-23,18006.72
179344,19,17,2010-04-30,15409.09
179345,19,17,2010-05-07,16248.04
179346,19,17,2010-05-14,19735.76
179347,19,17,2010-05-21,13950.35
179348,19,17,2010-05-28,13711.39
179349,19,17,2010-06-04,15640.57
179350,19,17,2010-06-11,13214.89
179351,19,17,2010-06-18,14298.12
179352,19,17,2010-06-25,13973.04
179353,19,17,2010-07-02,16369.04
179354,19,17,2010-07-09,13731.25
179355,19,17,2010-07-16,17343.17
179356,19,17,2010-07-23,17049.8
179357,19,17,2010-07-30,15060.7
179358,19,17,2010-08-06,17604.15
179359,19,17,2010-08-13,17691.52
179360,19,17,2010-08-20,20396.11
179361,19,17,2010-08-27,31079.35
179362,19,17,2010-09-03,26880.61
179363,19,17,2010-09-10,20874.34
179364,19,17,2010-09-17,17932.16
179365,19,17,2010-09-24,18206.63
179366,19,17,2010-10-01,19088.32
179367,19,17,2010-10-08,20242.72
179368,19,17,2010-10-15,16972.06
179369,19,17,2010-10-22,17538.3
179370,19,17,2010-10-29,16893.19
179371,19,17,2010-11-05,18631.6
179372,19,17,2010-11-12,20919.92
179373,19,17,2010-11-19,15299.69
179374,19,17,2010-11-26,21319.72
179375,19,17,2010-12-03,18333.91
179376,19,17,2010-12-10,22835.38
179377,19,17,2010-12-17,25478.96
179378,19,17,2010-12-24,39249.0
179379,19,17,2010-12-31,15362.42
179380,19,17,2011-01-07,13328.28
179381,19,17,2011-01-14,14192.58
179382,19,17,2011-01-21,15218.65
179383,19,17,2011-01-28,17310.71
179384,19,17,2011-02-04,15841.39
179385,19,17,2011-02-11,15575.93
179386,19,17,2011-02-18,20117.75
179387,19,17,2011-02-25,19624.07
179388,19,17,2011-03-04,19700.59
179389,19,17,2011-03-11,15957.88
179390,19,17,2011-03-18,16845.63
179391,19,17,2011-03-25,17059.86
179392,19,17,2011-04-01,15675.04
179393,19,17,2011-04-08,14865.19
179394,19,17,2011-04-15,13460.65
179395,19,17,2011-04-22,16485.88
179396,19,17,2011-04-29,14681.32
179397,19,17,2011-05-06,16098.22
179398,19,17,2011-05-13,15780.96
179399,19,17,2011-05-20,14946.93
179400,19,17,2011-05-27,12672.88
179401,19,17,2011-06-03,13060.51
179402,19,17,2011-06-10,13939.71
179403,19,17,2011-06-17,11941.19
179404,19,17,2011-06-24,13480.32
179405,19,17,2011-07-01,13415.12
179406,19,17,2011-07-08,13249.62
179407,19,17,2011-07-15,12164.3
179408,19,17,2011-07-22,13141.39
179409,19,17,2011-07-29,12715.57
179410,19,17,2011-08-05,16489.82
179411,19,17,2011-08-12,15061.3
179412,19,17,2011-08-19,17767.81
179413,19,17,2011-08-26,28666.46
179414,19,17,2011-09-02,24343.84
179415,19,17,2011-09-09,18425.65
179416,19,17,2011-09-16,13681.38
179417,19,17,2011-09-23,15345.32
179418,19,17,2011-09-30,14313.5
179419,19,17,2011-10-07,17069.5
179420,19,17,2011-10-14,16051.62
179421,19,17,2011-10-21,16869.41
179422,19,17,2011-10-28,15716.2
179423,19,17,2011-11-04,17838.2
179424,19,17,2011-11-11,17256.77
179425,19,17,2011-11-18,17583.51
179426,19,17,2011-11-25,24120.38
179427,19,17,2011-12-02,18280.3
179428,19,17,2011-12-09,19247.3
179429,19,17,2011-12-16,24287.14
179430,19,17,2011-12-23,34863.97
179431,19,17,2011-12-30,17778.49
179432,19,17,2012-01-06,14529.17
179433,19,17,2012-01-13,14962.01
179434,19,17,2012-01-20,16346.21
179435,19,17,2012-01-27,16716.18
179436,19,17,2012-02-03,16022.12
179437,19,17,2012-02-10,18621.44
179438,19,17,2012-02-17,16591.15
179439,19,17,2012-02-24,20195.22
179440,19,17,2012-03-02,17540.2
179441,19,17,2012-03-09,18264.39
179442,19,17,2012-03-16,16534.27
179443,19,17,2012-03-23,13295.53
179444,19,17,2012-03-30,13908.7
179445,19,17,2012-04-06,15582.37
179446,19,17,2012-04-13,14355.64
179447,19,17,2012-04-20,13244.19
179448,19,17,2012-04-27,14879.95
179449,19,17,2012-05-04,14280.22
179450,19,17,2012-05-11,13768.12
179451,19,17,2012-05-18,13733.65
179452,19,17,2012-05-25,11282.79
179453,19,17,2012-06-01,12942.97
179454,19,17,2012-06-08,13351.73
179455,19,17,2012-06-15,13349.66
179456,19,17,2012-06-22,11967.38
179457,19,17,2012-06-29,14031.63
179458,19,17,2012-07-06,13188.25
179459,19,17,2012-07-13,12225.76
179460,19,17,2012-07-20,12852.31
179461,19,17,2012-07-27,14358.53
179462,19,17,2012-08-03,15136.29
179463,19,17,2012-08-10,16474.86
179464,19,17,2012-08-17,19485.53
179465,19,17,2012-08-24,27820.85
179466,19,17,2012-08-31,24569.44
179467,19,17,2012-09-07,17528.1
179468,19,17,2012-09-14,16852.83
179469,19,17,2012-09-21,15760.3
179470,19,17,2012-09-28,15409.68
179471,19,17,2012-10-05,15795.76
179472,19,17,2012-10-12,17035.72
179473,19,17,2012-10-19,16772.66
179474,19,17,2012-10-26,15292.5
