,Store,Dept,Date,Weekly_Sales
420727,45,92,2010-02-05,68203.08
420728,45,92,2010-02-12,44898.91
420729,45,92,2010-02-19,52417.82
420730,45,92,2010-02-26,53780.81
420731,45,92,2010-03-05,49663.66
420732,45,92,2010-03-12,51091.23
420733,45,92,2010-03-19,45940.84
420734,45,92,2010-03-26,44116.97
420735,45,92,2010-04-02,45347.27
420736,45,92,2010-04-09,40418.13
420737,45,92,2010-04-16,46025.66
420738,45,92,2010-04-23,43091.42
420739,45,92,2010-04-30,41607.13
420740,45,92,2010-05-07,44076.76
420741,45,92,2010-05-14,43238.81
420742,45,92,2010-05-21,43986.21
420743,45,92,2010-05-28,43716.8
420744,45,92,2010-06-04,40709.86
420745,45,92,2010-06-11,44397.37
420746,45,92,2010-06-18,44901.09
420747,45,92,2010-06-25,39831.35
420748,45,92,2010-07-02,42829.42
420749,45,92,2010-07-09,42341.8
420750,45,92,2010-07-16,42633.89
420751,45,92,2010-07-23,39203.01
420752,45,92,2010-07-30,39855.92
420753,45,92,2010-08-06,45433.47
420754,45,92,2010-08-13,44650.74
420755,45,92,2010-08-20,41645.02
420756,45,92,2010-08-27,42578.05
420757,45,92,2010-09-03,46586.0
420758,45,92,2010-09-10,43379.12
420759,45,92,2010-09-17,45920.21
420760,45,92,2010-09-24,44182.3
420761,45,92,2010-10-01,42028.2
420762,45,92,2010-10-08,48613.45
420763,45,92,2010-10-15,47444.49
420764,45,92,2010-10-22,46663.68
420765,45,92,2010-10-29,44171.36
420766,45,92,2010-11-05,52926.82
420767,45,92,2010-11-12,52489.75
420768,45,92,2010-11-19,50462.9
420769,45,92,2010-11-26,47974.49
420770,45,92,2010-12-03,45632.19
420771,45,92,2010-12-10,52133.95
420772,45,92,2010-12-17,53422.45
420773,45,92,2010-12-24,55746.43
420774,45,92,2010-12-31,40601.32
420775,45,92,2011-01-07,49635.33
420776,45,92,2011-01-14,50445.89
420777,45,92,2011-01-21,47251.03
420778,45,92,2011-01-28,45293.07
420779,45,92,2011-02-04,53276.14
420780,45,92,2011-02-11,49445.45
420781,45,92,2011-02-18,48973.52
420782,45,92,2011-02-25,45885.67
420783,45,92,2011-03-04,48825.76
420784,45,92,2011-03-11,48446.33
420785,45,92,2011-03-18,47597.93
420786,45,92,2011-03-25,45032.41
420787,45,92,2011-04-01,48324.8
420788,45,92,2011-04-08,48868.54
420789,45,92,2011-04-15,45910.66
420790,45,92,2011-04-22,48119.71
420791,45,92,2011-04-29,37803.79
420792,45,92,2011-05-06,44896.36
420793,45,92,2011-05-13,44010.15
420794,45,92,2011-05-20,45800.95
420795,45,92,2011-05-27,43703.51
420796,45,92,2011-06-03,44751.0
420797,45,92,2011-06-10,45827.66
420798,45,92,2011-06-17,50325.42
420799,45,92,2011-06-24,44935.25
420800,45,92,2011-07-01,44946.12
420801,45,92,2011-07-08,46910.15
420802,45,92,2011-07-15,48026.32
420803,45,92,2011-07-22,44458.82
420804,45,92,2011-07-29,43790.15
420805,45,92,2011-08-05,50107.24
420806,45,92,2011-08-12,47822.87
420807,45,92,2011-08-19,46603.92
420808,45,92,2011-08-26,64307.34
420809,45,92,2011-09-02,45587.11
420810,45,92,2011-09-09,50331.96
420811,45,92,2011-09-16,48597.97
420812,45,92,2011-09-23,47558.2
420813,45,92,2011-09-30,46489.21
420814,45,92,2011-10-07,52382.13
420815,45,92,2011-10-14,51860.97
420816,45,92,2011-10-21,47613.23
420817,45,92,2011-10-28,48290.85
420818,45,92,2011-11-04,53299.02
420819,45,92,2011-11-11,56680.1
420820,45,92,2011-11-18,54868.94
420821,45,92,2011-11-25,55986.63
420822,45,92,2011-12-02,48093.3
420823,45,92,2011-12-09,57745.02
420824,45,92,2011-12-16,57900.93
420825,45,92,2011-12-23,61895.99
420826,45,92,2011-12-30,44284.97
420827,45,92,2012-01-06,52864.38
420828,45,92,2012-01-13,54416.33
420829,45,92,2012-01-20,55016.86
420830,45,92,2012-01-27,47408.04
420831,45,92,2012-02-03,53303.71
420832,45,92,2012-02-10,59665.85
420833,45,92,2012-02-17,51791.41
420834,45,92,2012-02-24,50250.44
420835,45,92,2012-03-02,53003.93
420836,45,92,2012-03-09,55215.91
420837,45,92,2012-03-16,53375.48
420838,45,92,2012-03-23,46417.71
420839,45,92,2012-03-30,46968.14
420840,45,92,2012-04-06,55020.89
420841,45,92,2012-04-13,48871.16
420842,45,92,2012-04-20,46972.5
420843,45,92,2012-04-27,46402.05
420844,45,92,2012-05-04,51091.55
420845,45,92,2012-05-11,50028.06
420846,45,92,2012-05-18,45908.3
420847,45,92,2012-05-25,47225.79
420848,45,92,2012-06-01,42882.18
420849,45,92,2012-06-08,50688.59
420850,45,92,2012-06-15,50248.45
420851,45,92,2012-06-22,44661.4
420852,45,92,2012-06-29,43531.75
420853,45,92,2012-07-06,47763.15
420854,45,92,2012-07-13,48704.18
420855,45,92,2012-07-20,45827.51
420856,45,92,2012-07-27,44551.11
420857,45,92,2012-08-03,47726.32
420858,45,92,2012-08-10,48459.05
420859,45,92,2012-08-17,46063.34
420860,45,92,2012-08-24,46675.39
420861,45,92,2012-08-31,44872.41
420862,45,92,2012-09-07,51652.12
420863,45,92,2012-09-14,49910.99
420864,45,92,2012-09-21,50977.95
420865,45,92,2012-09-28,47372.08
420866,45,92,2012-10-05,50301.74
420867,45,92,2012-10-12,52360.65
420868,45,92,2012-10-19,48108.38
420869,45,92,2012-10-26,54608.75
