,Store,Dept,Date,Weekly_Sales
165053,17,74,2010-02-05,10218.96
165054,17,74,2010-02-12,11294.78
165055,17,74,2010-02-19,12175.79
165056,17,74,2010-02-26,11129.14
165057,17,74,2010-03-05,12369.23
165058,17,74,2010-03-12,11589.75
165059,17,74,2010-03-19,11293.61
165060,17,74,2010-03-26,12168.83
165061,17,74,2010-04-02,12685.66
165062,17,74,2010-04-09,17648.78
165063,17,74,2010-04-16,19572.78
165064,17,74,2010-04-23,21312.57
165065,17,74,2010-04-30,14982.25
165066,17,74,2010-05-07,14370.15
165067,17,74,2010-05-14,12236.83
165068,17,74,2010-05-21,12492.8
165069,17,74,2010-05-28,11018.18
165070,17,74,2010-06-04,13825.51
165071,17,74,2010-06-11,13067.69
165072,17,74,2010-06-18,12992.44
165073,17,74,2010-06-25,11796.55
165074,17,74,2010-07-02,12888.47
165075,17,74,2010-07-09,12501.47
165076,17,74,2010-07-16,17471.86
165077,17,74,2010-07-23,22618.3
165078,17,74,2010-07-30,18344.02
165079,17,74,2010-08-06,16932.08
165080,17,74,2010-08-13,17291.16
165081,17,74,2010-08-20,17291.36
165082,17,74,2010-08-27,18496.86
165083,17,74,2010-09-03,22936.94
165084,17,74,2010-09-10,47328.19
165085,17,74,2010-09-17,19262.83
165086,17,74,2010-09-24,17042.0
165087,17,74,2010-10-01,13518.93
165088,17,74,2010-10-08,12372.11
165089,17,74,2010-10-15,13446.09
165090,17,74,2010-10-22,12565.29
165091,17,74,2010-10-29,11795.28
165092,17,74,2010-11-05,11517.36
165093,17,74,2010-11-12,11593.48
165094,17,74,2010-11-19,9139.26
165095,17,74,2010-11-26,14528.34
165096,17,74,2010-12-03,9426.41
165097,17,74,2010-12-10,11736.8
165098,17,74,2010-12-17,18465.29
165099,17,74,2010-12-24,14222.61
165100,17,74,2010-12-31,16149.07
165101,17,74,2011-01-07,35660.79
165102,17,74,2011-01-14,13663.42
165103,17,74,2011-01-21,12355.8
165104,17,74,2011-01-28,9939.14
165105,17,74,2011-02-04,9374.81
165106,17,74,2011-02-11,11830.61
165107,17,74,2011-02-18,13336.34
165108,17,74,2011-02-25,11939.9
165109,17,74,2011-03-04,10535.78
165110,17,74,2011-03-11,12877.57
165111,17,74,2011-03-18,11378.84
165112,17,74,2011-03-25,13820.49
165113,17,74,2011-04-01,13929.44
165114,17,74,2011-04-08,16571.3
165115,17,74,2011-04-15,19417.54
165116,17,74,2011-04-22,20084.65
165117,17,74,2011-04-29,12598.59
165118,17,74,2011-05-06,12547.99
165119,17,74,2011-05-13,12214.9
165120,17,74,2011-05-20,10800.29
165121,17,74,2011-05-27,11562.73
165122,17,74,2011-06-03,11035.61
165123,17,74,2011-06-10,11138.06
165124,17,74,2011-06-17,10598.06
165125,17,74,2011-06-24,10973.2
165126,17,74,2011-07-01,10970.74
165127,17,74,2011-07-08,10393.91
165128,17,74,2011-07-15,13797.39
165129,17,74,2011-07-22,21875.95
165130,17,74,2011-07-29,15968.66
165131,17,74,2011-08-05,15219.8
165132,17,74,2011-08-12,16267.37
165133,17,74,2011-08-19,16567.72
165134,17,74,2011-08-26,15184.72
165135,17,74,2011-09-02,20540.72
165136,17,74,2011-09-09,46119.33
165137,17,74,2011-09-16,24503.37
165138,17,74,2011-09-23,16947.82
165139,17,74,2011-09-30,14456.04
165140,17,74,2011-10-07,15445.25
165141,17,74,2011-10-14,15885.41
165142,17,74,2011-10-21,13707.84
165143,17,74,2011-10-28,12275.62
165144,17,74,2011-11-04,12318.07
165145,17,74,2011-11-11,12126.76
165146,17,74,2011-11-18,10491.09
165147,17,74,2011-11-25,18707.35
165148,17,74,2011-12-02,10391.91
165149,17,74,2011-12-09,12003.62
165150,17,74,2011-12-16,19695.72
165151,17,74,2011-12-23,13191.77
165152,17,74,2011-12-30,16852.34
165153,17,74,2012-01-06,45716.93
165154,17,74,2012-01-13,15502.95
165155,17,74,2012-01-20,12810.75
165156,17,74,2012-01-27,10340.63
165157,17,74,2012-02-03,11111.55
165158,17,74,2012-02-10,10732.26
165159,17,74,2012-02-17,10708.89
165160,17,74,2012-02-24,13180.59
165161,17,74,2012-03-02,11036.85
165162,17,74,2012-03-09,11372.56
165163,17,74,2012-03-16,11819.67
165164,17,74,2012-03-23,13364.35
165165,17,74,2012-03-30,13685.42
165166,17,74,2012-04-06,18837.58
165167,17,74,2012-04-13,14687.89
165168,17,74,2012-04-20,23945.98
165169,17,74,2012-04-27,15156.37
165170,17,74,2012-05-04,12909.96
165171,17,74,2012-05-11,13454.68
165172,17,74,2012-05-18,12206.27
165173,17,74,2012-05-25,12181.71
165174,17,74,2012-06-01,12850.4
165175,17,74,2012-06-08,12344.23
165176,17,74,2012-06-15,11738.95
165177,17,74,2012-06-22,12439.28
165178,17,74,2012-06-29,12346.62
165179,17,74,2012-07-06,13276.59
165180,17,74,2012-07-13,15549.46
165181,17,74,2012-07-20,22534.35
165182,17,74,2012-07-27,15610.11
165183,17,74,2012-08-03,13552.11
165184,17,74,2012-08-10,15579.55
165185,17,74,2012-08-17,16330.96
165186,17,74,2012-08-24,18671.76
165187,17,74,2012-08-31,18737.93
165188,17,74,2012-09-07,48049.95
165189,17,74,2012-09-14,23268.3
165190,17,74,2012-09-21,16124.54
165191,17,74,2012-09-28,15414.35
165192,17,74,2012-10-05,15205.72
165193,17,74,2012-10-12,13521.58
165194,17,74,2012-10-19,13930.18
165195,17,74,2012-10-26,12954.07
