Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,54,55,56,58,59,60,65,67,71,72,74,77,78,79,80,81,82,83,85,87,90,91,92,93,94,95,96,97,98,99
2010-02-05,19596.298000000003,44396.26422222223,10763.75333333333,26795.594888888885,24821.167555555563,4923.649523809525,16999.288,33943.070444444435,12458.780465116277,17192.953333333327,14804.253409090912,3925.63441860465,33842.594888888896,16548.09822222222,4471.079555555557,12415.212888888891,3790.3961363636363,1948.0386206896558,7165.728648648649,5733.0375555555565,13886.539999999999,22447.535128205127,6547.306216216217,8309.048636363637,8507.176829268294,2282.794054054054,854.8506976744188,6224.03108108108,4956.265135135135,2366.722380952382,7911.241904761904,7039.039473684211,16715.002105263156,2613.2245945945947,856.1864864864865,3721.6466666666665,67176.77888888888,,49741.996,842.775945945946,4749.097674418605,,4994.002631578947,17.8704347826087,18998.748444444438,33.666666666666664,1317.4966666666667,10206.892857142859,2978.0,25.573461538461537,2314.1597674418604,258.40135135135137,13537.148292682929,1013.5674358974359,4704.462121212121,773.174888888889,469.24666666666667,41057.25,8128.400444444444,9341.007297297296,80302.15595238094,15076.212666666666,,11.181818181818182,27304.145111111113,13733.272105263162,16606.90666666667,12830.426666666668,4071.8280487804873,1982.1536363636371,14164.341162790693,48869.056,39018.272,84025.84155555555,28420.043902439033,36149.53083333333,70456.22066666668,12637.064375000002,14910.795454545454,7149.398780487806,0.015
2010-02-12,32381.831111111114,40871.506,9540.91155555556,23890.702666666668,26700.75162790698,6002.061190476189,17377.267111111112,30563.850888888883,13073.830697674422,16940.85466666667,13149.555333333336,3464.9113636363636,29499.88066666666,15877.122666666664,5616.670444444444,11917.67888888889,11654.788409090908,1956.8311111111109,6513.59918918919,5606.735777777779,13548.776216216218,23563.85578947368,6604.067567567569,9168.379534883721,8502.437000000002,2130.6964864864867,781.8579069767442,6784.668648648649,4693.9318918918925,2301.016046511628,10997.08743589744,6964.282702702702,16517.763783783783,2331.338918918919,894.982162162162,3445.215555555556,59701.056,,45271.184222222226,1020.1672972972974,4289.277906976745,0.25,4914.466153846154,28.393157894736845,17901.375111111112,102.08083333333333,1135.0845454545454,11195.480384615385,3060.4,30.540344827586203,2238.3988372093027,310.89027027027026,15135.316829268295,1512.7831578947369,4062.6970967741936,728.638888888889,463.6400000000001,39799.36,14746.439333333332,8545.458378378378,73875.40214285717,13509.37266666667,,7.75,24061.563111111107,13600.475,15112.003777777776,13142.856222222223,4181.193902439025,2001.977045454546,12581.417441860467,45136.82555555555,35622.51533333333,76529.71777777777,26278.602439024384,29933.40590909091,66136.65133333333,14027.032187499997,13946.563863636366,8987.685476190478,0.01
2010-02-19,24850.16355555556,43593.020666666656,9119.980888888891,24750.70533333333,25243.57886363636,6160.51880952381,18737.23022222222,31429.29355555555,13354.368636363635,17339.745333333332,12947.359999999997,3764.151136363637,31394.621777777782,16169.230444444442,6382.357111111114,12473.104444444443,8892.551363636363,1599.9918750000004,6593.006410256411,5624.643333333332,14322.026216216216,24215.651842105268,6247.87081081081,8606.077499999998,9070.761794871793,2100.3343243243244,849.7141860465113,7170.722432432433,5157.071351351351,2348.349756097561,13122.453414634145,6715.960000000001,17890.604054054056,2561.076756756757,998.3684210526316,3681.523333333333,60282.41444444443,0.78,48085.109999999986,1019.5894736842106,4836.862093023256,,4436.397435897435,19.144583333333333,19403.639111111108,48.7475,1149.2727272727273,12969.973846153849,3666.0,23.23909090909091,2457.0965116279076,421.6072972972973,15504.60604651163,1945.6709999999998,3746.5256249999998,848.4013636363641,432.32413793103444,42908.44,11805.574444444446,8749.567837837838,72257.14238095235,14710.23955555556,,5.857142857142857,24217.380666666675,12548.978421052632,14602.880000000003,13330.536444444444,4955.273170731707,2104.0045238095245,11530.82111111111,43915.90311111111,34358.17044444445,73622.038,24513.44926829268,33627.32977777778,62534.17311111109,12372.622500000003,12948.83681818182,7092.973255813956,4.495
2010-02-26,15142.035111111107,41322.92400000001,9223.560444444443,23907.43088888888,19896.95209302325,5057.153095238095,15984.829777777779,30389.714888888902,13068.847906976749,17252.708444444448,12537.405111111111,4074.45488372093,30713.866222222223,15142.434444444445,6446.976222222223,11769.756222222226,713.51,1704.1276666666668,6484.588421052631,5370.273777777778,12471.022702702701,21751.836216216212,5745.299473684211,7860.02088888889,8191.192564102561,1806.597027027027,774.6202325581395,5264.393783783784,4535.916486486487,2233.824285714286,6343.061951219512,5806.593243243245,16214.081351351351,2173.9659459459463,982.9342105263158,3460.014444444444,61272.54199999998,7.02,46333.02866666667,873.1607894736844,4647.229767441861,,4298.942631578949,30.025500000000005,18061.177111111105,-43.2,1119.1818181818182,11372.35925925926,2628.818181818182,28.4741935483871,2178.2558139534885,240.17324324324323,12153.9175,1387.0095238095241,3606.891935483871,689.3028888888888,406.4344827586208,40515.35,5558.932222222224,7790.803783783786,61237.67690476189,14333.189777777783,,10.285714285714286,23461.49555555555,12873.38837837838,14765.336666666668,12087.436444444442,4269.460975609757,2097.4966666666664,10893.446222222221,43002.54955555555,33027.64866666666,71204.66799999998,23172.368292682928,30305.4675,61986.93622222222,12476.0140625,12424.505454545455,7185.641891891891,
2010-03-05,16947.834888888887,43508.24044444445,9392.897111111111,25455.694444444445,21643.89395348837,4836.523095238096,17322.67288888889,32316.713111111112,14653.438604651159,16948.534222222224,12447.556444444444,4210.997045454546,33083.34066666667,16248.901111111114,8253.597555555552,12166.465777777777,496.18159090909097,2058.7155555555555,6792.362631578947,5821.664000000002,12222.276756756757,21721.216052631575,6616.6662162162165,8504.472727272727,8513.676585365854,1814.3102702702697,838.3523255813956,5453.954864864866,4697.044054054055,2207.6738095238097,6614.226190476191,6497.071351351352,18042.893783783784,2726.0586486486486,1113.1034210526316,3456.448888888889,65977.62577777776,0.78,49442.38355555555,920.1559459459462,5210.027441860465,,4501.618157894737,23.233461538461547,19347.012222222227,-115.8225,707.4975000000001,11269.30535714286,3556.4869999999996,26.888214285714287,2269.3516279069763,239.86324324324326,12751.580769230766,2361.4969230769234,4277.896875,700.7006666666668,520.0142857142856,49353.2,6192.495111111111,7301.124054054053,62939.47190476189,15262.126666666663,,7.25,26294.064000000002,13391.967297297295,15509.337333333342,12707.013777777778,4663.986585365855,2086.7737209302322,12776.695348837207,44570.4628888889,35729.23488888889,77349.44911111111,25659.61926829268,34794.52864864865,66540.872,12342.9253125,13604.273863636365,7321.8175675675675,0.01
2010-03-12,17864.15399999999,42411.070444444435,8946.667555555554,24087.364444444436,25274.17930232558,4915.1990476190485,18450.507555555563,30648.815333333347,15822.652954545452,17293.699333333327,11780.270666666662,4410.746744186047,31217.62177777777,15468.661555555553,10547.818,11937.112444444445,1606.1450000000002,1877.948620689655,6390.205750000002,5530.031333333333,11894.765945945943,21389.960512820522,6015.169473684211,8983.530227272726,8240.448536585367,1749.3951351351352,867.2369767441858,4996.395789473684,4507.632432432432,1993.3076190476197,6613.752000000002,6174.970526315791,17094.0472972973,3207.9470270270267,1463.3815789473683,3369.2761111111104,65099.5351111111,,46930.330666666654,870.4773684210526,5651.707209302325,,4177.421463414634,30.41291666666668,18851.997555555554,-113.33333333333333,853.6,11896.171923076921,3325.818181818182,24.038800000000002,2329.8516279069763,221.75675675675674,13299.809736842108,3254.5599999999995,3378.2960000000003,688.3153333333333,413.09285714285716,50266.09,6498.745555555554,7042.771315789475,54016.98547619048,14125.417777777782,,9.4,23504.946666666663,12674.634102564101,15319.716444444446,12276.188444444442,4310.235365853658,2051.1283720930232,10353.529333333336,43866.18755555557,35031.389777777775,74339.47911111114,26066.328292682927,33715.638974358975,66494.65022222223,12345.8459375,13334.457272727273,6746.138499999999,
2010-03-19,18815.254888888885,41067.55066666668,8251.002222222223,23663.291555555552,24734.926046511624,5039.206428571429,20462.36400000001,29742.904000000002,18119.089545454546,17971.35844444444,11810.22111111111,4698.329318181818,29969.48444444444,14381.497111111108,15369.841111111105,11487.508444444446,2365.0673333333334,2094.465925925926,6321.059230769232,5444.962888888888,11034.584054054054,22819.842631578944,6170.58918918919,9724.984545454545,8314.784750000003,1649.4894594594593,796.7232558139533,5182.913783783785,4559.414864864866,1962.8429999999994,6424.9043902439025,6919.653243243243,18364.4727027027,3229.788378378378,2064.972972972973,3367.3455555555556,58448.81688888888,0.78,45044.68377777777,1066.9783783783782,5392.3990697674435,,4055.431463414635,22.163333333333338,18583.558444444443,-28.427500000000002,989.1,11688.939999999999,2763.3333333333335,21.97173913043478,2295.4074418604655,245.5727027027027,12786.593250000002,4335.280000000001,3479.02935483871,649.5984444444446,345.3548387096775,51445.84,6419.7588888888895,6303.197027027027,47053.29452380951,13554.354444444449,,2.142857142857143,22576.030666666673,12778.218918918918,14893.748666666663,12235.329777777779,3909.5021951219505,1999.5958139534882,10417.965,42230.15822222222,33057.64022222221,68950.21177777777,24804.55365853659,38045.881764705875,66754.3402222222,13344.737187499997,12751.517272727271,6893.0244999999995,12.0
2010-03-26,23238.320444444445,40580.96222222223,8143.411555555556,23549.974222222223,37149.35697674418,4899.480952380953,20506.482444444442,29488.840888888884,17397.288604651156,16965.24022222222,11010.837777777779,4538.40976744186,29424.161111111112,13381.08733333333,14765.225333333336,10712.986,4067.106888888889,1896.0217857142854,6112.6541025641045,5553.519999999999,10013.56054054054,21530.479736842102,5997.734594594592,9438.452727272726,8063.417948717948,1502.8281081081082,796.8513953488372,4712.39054054054,4354.231891891892,1725.3666666666666,5507.29880952381,6010.918947368421,15948.715675675676,2880.2278378378383,1641.1618918918919,2993.247777777777,60110.916,,44822.3228888889,1138.1313513513514,5281.970465116278,,4157.575128205128,22.35857142857143,18305.81111111111,2.5720000000000027,978.8888888888889,9632.604285714286,2990.76,16.275714285714287,2250.501395348838,207.0118918918919,10580.733000000002,4271.369534883722,3368.055625,614.2756818181819,367.4633333333332,47243.95,6485.775555555555,5959.745405405406,43355.21738095238,12721.233333333334,,9.645,21570.75888888889,12330.410789473684,14511.220888888887,11680.446222222221,3606.882682926829,2053.376046511627,9954.225681818185,41120.79266666667,31031.817111111122,66144.87533333334,22021.227857142854,33261.70710526315,63907.612444444436,12384.0934375,12081.18318181818,6840.134871794875,7.805
2010-04-02,54487.83422222221,43492.61466666667,8764.078444444443,25760.97444444444,33842.2376744186,5135.182857142858,29789.79133333333,31961.53022222223,20658.579772727273,18111.106222222224,12278.652666666667,4859.382325581396,31509.133777777777,15001.571555555553,19670.182888888885,10665.313111111109,14272.619777777778,1752.4362068965513,6279.155000000001,6528.251333333334,10426.972432432432,23083.363157894742,7706.079736842109,11296.757045454544,10346.561025641027,1513.698108108108,883.7355813953486,4988.349999999999,4830.827297297297,1863.6602439024396,6238.4783333333335,8164.834210526319,17428.561891891895,3255.9054054054054,1793.1891891891892,3336.9361111111116,62640.03711111111,,45927.12222222222,1302.0305263157893,5684.698837209301,,4812.633157894737,20.692400000000003,20121.464666666667,-41.14714285714285,791.8145454545454,10904.175769230771,3391.025,21.9516,2383.787441860466,269.9291891891892,13002.716000000002,8004.100465116282,3356.8158064516133,649.9300000000001,485.1172413793103,51518.89,8749.352888888883,6062.846486486486,44912.10595238095,13100.356666666668,,10.8,24404.89111111111,12442.497692307692,15378.138222222224,13613.409555555556,4878.553414634147,2147.2895348837214,11547.623409090913,45555.405777777785,33179.44688888888,73116.14644444441,26496.043333333335,37817.383421052626,68186.00288888889,14657.915312499998,13346.812558139534,8223.951000000001,20.0
