,Store,Dept,Date,Weekly_Sales
277379,29,3,2010-02-05,7669.53
277380,29,3,2010-02-12,6270.87
277381,29,3,2010-02-19,5090.55
277382,29,3,2010-02-26,5646.02
277383,29,3,2010-03-05,5969.99
277384,29,3,2010-03-12,5851.66
277385,29,3,2010-03-19,6248.09
277386,29,3,2010-03-26,5760.63
277387,29,3,2010-04-02,6116.85
277388,29,3,2010-04-09,4993.02
277389,29,3,2010-04-16,4588.55
277390,29,3,2010-04-23,4775.19
277391,29,3,2010-04-30,6201.14
277392,29,3,2010-05-07,5479.81
277393,29,3,2010-05-14,5117.61
277394,29,3,2010-05-21,4905.07
277395,29,3,2010-05-28,5622.98
277396,29,3,2010-06-04,5120.33
277397,29,3,2010-06-11,4563.56
277398,29,3,2010-06-18,4819.69
277399,29,3,2010-06-25,4436.04
277400,29,3,2010-07-02,4490.48
277401,29,3,2010-07-09,5051.1
277402,29,3,2010-07-16,9121.43
277403,29,3,2010-07-23,10241.75
277404,29,3,2010-07-30,13037.73
277405,29,3,2010-08-06,13499.96
277406,29,3,2010-08-13,13653.57
277407,29,3,2010-08-20,18198.48
277408,29,3,2010-08-27,26920.9
277409,29,3,2010-09-03,30900.55
277410,29,3,2010-09-10,10584.69
277411,29,3,2010-09-17,6956.85
277412,29,3,2010-09-24,5773.64
277413,29,3,2010-10-01,5422.47
277414,29,3,2010-10-08,5754.47
277415,29,3,2010-10-15,5417.48
277416,29,3,2010-10-22,5496.29
277417,29,3,2010-10-29,5320.84
277418,29,3,2010-11-05,5230.72
277419,29,3,2010-11-12,5473.99
277420,29,3,2010-11-19,5618.97
277421,29,3,2010-11-26,7334.01
277422,29,3,2010-12-03,7301.91
277423,29,3,2010-12-10,7648.56
277424,29,3,2010-12-17,9685.58
277425,29,3,2010-12-24,11581.74
277426,29,3,2010-12-31,4951.15
277427,29,3,2011-01-07,8742.68
277428,29,3,2011-01-14,6996.93
277429,29,3,2011-01-21,7365.81
277430,29,3,2011-01-28,6653.91
277431,29,3,2011-02-04,6814.01
277432,29,3,2011-02-11,7019.12
277433,29,3,2011-02-18,6454.51
277434,29,3,2011-02-25,6137.19
277435,29,3,2011-03-04,6990.52
277436,29,3,2011-03-11,5906.54
277437,29,3,2011-03-18,5235.59
277438,29,3,2011-03-25,5863.52
277439,29,3,2011-04-01,5620.85
277440,29,3,2011-04-08,6120.83
277441,29,3,2011-04-15,5620.98
277442,29,3,2011-04-22,5988.28
277443,29,3,2011-04-29,6127.63
277444,29,3,2011-05-06,6428.37
277445,29,3,2011-05-13,5458.8
277446,29,3,2011-05-20,5898.06
277447,29,3,2011-05-27,5703.38
277448,29,3,2011-06-03,5002.59
277449,29,3,2011-06-10,5290.93
277450,29,3,2011-06-17,5887.94
277451,29,3,2011-06-24,5215.57
277452,29,3,2011-07-01,5032.28
277453,29,3,2011-07-08,4981.88
277454,29,3,2011-07-15,5419.94
277455,29,3,2011-07-22,7672.07
277456,29,3,2011-07-29,10173.94
277457,29,3,2011-08-05,12180.91
277458,29,3,2011-08-12,13009.9
277459,29,3,2011-08-19,18265.63
277460,29,3,2011-08-26,24751.58
277461,29,3,2011-09-02,23678.78
277462,29,3,2011-09-09,21494.13
277463,29,3,2011-09-16,9924.83
277464,29,3,2011-09-23,6546.8
277465,29,3,2011-09-30,6115.97
277466,29,3,2011-10-07,7227.2
277467,29,3,2011-10-14,5291.98
277468,29,3,2011-10-21,5946.96
277469,29,3,2011-10-28,6727.62
277470,29,3,2011-11-04,5486.44
277471,29,3,2011-11-11,5196.64
277472,29,3,2011-11-18,5995.96
277473,29,3,2011-11-25,8080.5
277474,29,3,2011-12-02,6713.61
277475,29,3,2011-12-09,7746.03
277476,29,3,2011-12-16,9163.17
277477,29,3,2011-12-23,12577.12
277478,29,3,2011-12-30,5774.24
277479,29,3,2012-01-06,8259.03
277480,29,3,2012-01-13,7517.62
277481,29,3,2012-01-20,8622.3
277482,29,3,2012-01-27,7820.68
277483,29,3,2012-02-03,8211.76
277484,29,3,2012-02-10,7505.78
277485,29,3,2012-02-17,6659.95
277486,29,3,2012-02-24,6170.1
277487,29,3,2012-03-02,6368.28
277488,29,3,2012-03-09,6299.14
277489,29,3,2012-03-16,5772.04
277490,29,3,2012-03-23,5078.3
277491,29,3,2012-03-30,6119.48
277492,29,3,2012-04-06,6690.49
277493,29,3,2012-04-13,5930.74
277494,29,3,2012-04-20,5624.34
277495,29,3,2012-04-27,6511.78
277496,29,3,2012-05-04,6198.4
277497,29,3,2012-05-11,5732.2
277498,29,3,2012-05-18,5541.91
277499,29,3,2012-05-25,6489.37
277500,29,3,2012-06-01,5562.18
277501,29,3,2012-06-08,5808.32
277502,29,3,2012-06-15,5817.98
277503,29,3,2012-06-22,4647.91
277504,29,3,2012-06-29,5100.91
277505,29,3,2012-07-06,5822.05
277506,29,3,2012-07-13,6660.37
277507,29,3,2012-07-20,9066.96
277508,29,3,2012-07-27,9274.97
277509,29,3,2012-08-03,10961.39
277510,29,3,2012-08-10,12697.69
277511,29,3,2012-08-17,13881.91
277512,29,3,2012-08-24,26892.77
277513,29,3,2012-08-31,29217.33
277514,29,3,2012-09-07,16095.81
277515,29,3,2012-09-14,7753.59
277516,29,3,2012-09-21,6060.46
277517,29,3,2012-09-28,6189.49
277518,29,3,2012-10-05,6123.6
277519,29,3,2012-10-12,6135.17
277520,29,3,2012-10-19,6348.15
277521,29,3,2012-10-26,6541.84
