Date,Weekly_Sales
2010-02-05,6547.306216216217
2010-02-12,6604.067567567569
2010-02-19,6247.87081081081
2010-02-26,5745.299473684211
2010-03-05,6616.6662162162165
2010-03-12,6015.169473684211
2010-03-19,6170.58918918919
2010-03-26,5997.734594594592
2010-04-02,7706.079736842109
2010-04-09,7783.682972972971
2010-04-16,6000.574864864865
2010-04-23,5495.96891891892
2010-04-30,5059.747837837838
2010-05-07,6136.707027027026
2010-05-14,5063.138108108108
2010-05-21,5529.216756756757
2010-05-28,6542.438108108108
2010-06-04,6441.0518918918915
2010-06-11,5558.817105263156
2010-06-18,5439.535263157894
2010-06-25,5597.649729729731
2010-07-02,5835.894324324326
2010-07-09,5173.922162162162
2010-07-16,4945.045135135136
2010-07-23,5215.05105263158
2010-07-30,6047.993513513513
2010-08-06,8387.270540540541
2010-08-13,9294.094736842106
2010-08-20,11708.403783783784
2010-08-27,11735.446486486486
2010-09-03,8122.615945945944
2010-09-10,6373.087027027028
2010-09-17,4971.163421052631
2010-09-24,4400.908684210524
2010-10-01,4832.925135135134
2010-10-08,6349.59162162162
2010-10-15,5733.432162162163
2010-10-22,6374.431351351352
2010-10-29,6659.680270270272
2010-11-05,6769.173243243244
2010-11-12,6811.7744736842105
2010-11-19,7150.091081081081
2010-11-26,13096.452702702702
2010-12-03,8630.939473684213
2010-12-10,10886.99243243243
2010-12-17,12016.360540540543
2010-12-24,14905.065675675676
2010-12-31,3601.889736842106
2011-01-07,3833.611052631579
2011-01-14,4038.0189473684204
2011-01-21,3681.19
2011-01-28,3799.9845945945945
2011-02-04,5450.730263157896
2011-02-11,5752.743513513513
2011-02-18,5965.082432432433
2011-02-25,5261.064324324324
2011-03-04,5352.710263157895
2011-03-11,5152.859729729729
2011-03-18,5411.95763157895
2011-03-25,4984.745405405405
2011-04-01,4919.071081081081
2011-04-08,5139.816052631579
2011-04-15,5417.1110810810815
2011-04-22,6153.40717948718
2011-04-29,5721.6667567567565
2011-05-06,4469.553250000003
2011-05-13,4561.278974358976
2011-05-20,4722.544615384615
2011-05-27,5014.809743589744
2011-06-03,5849.011578947369
2011-06-10,5289.073846153847
2011-06-17,5200.322702702704
2011-06-24,5060.633513513516
2011-07-01,5159.518421052633
2011-07-08,5060.164210526316
2011-07-15,5165.42
2011-07-22,5119.6497435897445
2011-07-29,5574.492432432431
2011-08-05,7259.623333333335
2011-08-12,8373.96435897436
2011-08-19,10779.412564102564
2011-08-26,10350.60725
2011-09-02,7956.88864864865
2011-09-09,6586.123750000001
2011-09-16,4788.798461538462
2011-09-23,4873.844102564103
2011-09-30,4352.725789473685
2011-10-07,5930.128157894736
2011-10-14,5468.159189189188
2011-10-21,6363.511081081081
2011-10-28,6932.901578947371
2011-11-04,7697.983513513515
2011-11-11,7062.074210526316
2011-11-18,5877.708461538461
2011-11-25,12392.259189189192
2011-12-02,7860.913513513515
2011-12-09,10694.014210526313
2011-12-16,11433.577631578946
2011-12-23,14286.490263157892
2011-12-30,4882.7828947368425
2012-01-06,3764.874054054054
2012-01-13,3662.676216216216
2012-01-20,3589.309473684211
2012-01-27,3708.968918918919
2012-02-03,4644.287105263157
2012-02-10,6047.8713157894745
2012-02-17,5833.102368421055
2012-02-24,5479.401842105264
2012-03-02,5598.7463157894745
2012-03-09,5339.50605263158
2012-03-16,5807.820263157896
2012-03-23,6101.299210526317
2012-03-30,5676.134736842106
2012-04-06,7042.380256410255
2012-04-13,5643.653846153846
2012-04-20,5156.201052631579
2012-04-27,4595.464615384615
2012-05-04,5172.674736842106
2012-05-11,4668.202051282052
2012-05-18,5073.355263157894
2012-05-25,5556.761794871793
2012-06-01,5934.717567567566
2012-06-08,5080.807948717948
2012-06-15,5058.553421052631
2012-06-22,4684.9137500000015
2012-06-29,5017.978108108108
2012-07-06,5384.47475
2012-07-13,5115.001842105262
2012-07-20,5494.202051282051
2012-07-27,6006.878108108108
2012-08-03,7029.960250000001
2012-08-10,7911.203947368421
2012-08-17,9047.823684210527
2012-08-24,11818.712162162159
2012-08-31,10536.392105263161
2012-09-07,7407.721351351354
2012-09-14,5133.067105263158
2012-09-21,4960.453589743592
2012-09-28,5280.227894736843
2012-10-05,5752.33875
2012-10-12,7100.927105263159
2012-10-19,6083.238974358975
2012-10-26,6607.76435897436
