Date,Weekly_Sales
2010-02-05,6224.03108108108
2010-02-12,6784.668648648649
2010-02-19,7170.722432432433
2010-02-26,5264.393783783784
2010-03-05,5453.954864864866
2010-03-12,4996.395789473684
2010-03-19,5182.913783783785
2010-03-26,4712.39054054054
2010-04-02,4988.349999999999
2010-04-09,5311.312162162163
2010-04-16,4941.558378378378
2010-04-23,5179.294594594593
2010-04-30,5022.05894736842
2010-05-07,6346.476756756758
2010-05-14,5705.675135135136
2010-05-21,5035.332972972973
2010-05-28,5143.936842105263
2010-06-04,5561.886486486487
2010-06-11,5289.473157894737
2010-06-18,5192.1173684210535
2010-06-25,5500.939459459459
2010-07-02,5891.507837837838
2010-07-09,5826.657297297297
2010-07-16,5750.676216216216
2010-07-23,5600.204054054055
2010-07-30,5577.241081081082
2010-08-06,6496.62945945946
2010-08-13,5993.462432432434
2010-08-20,6023.582702702701
2010-08-27,5953.56918918919
2010-09-03,5273.874324324324
2010-09-10,5111.605945945947
2010-09-17,4688.363947368421
2010-09-24,4575.969459459459
2010-10-01,4590.426216216215
2010-10-08,5298.097297297295
2010-10-15,4913.189729729729
2010-10-22,5085.945135135135
2010-10-29,5228.870270270269
2010-11-05,5476.300810810811
2010-11-12,5928.031891891892
2010-11-19,6064.934864864864
2010-11-26,8151.501081081081
2010-12-03,6572.082162162162
2010-12-10,8123.404054054053
2010-12-17,9984.810540540544
2010-12-24,16307.045945945945
2010-12-31,5167.922972972973
2011-01-07,5131.157027027026
2011-01-14,4718.382432432432
2011-01-21,4696.522162162164
2011-01-28,4695.258108108108
2011-02-04,6104.886756756758
2011-02-11,6597.312702702702
2011-02-18,7312.342162162163
2011-02-25,5397.002702702702
2011-03-04,5557.835405405406
2011-03-11,5001.457567567567
2011-03-18,4991.5402702702695
2011-03-25,4876.580000000002
2011-04-01,4641.320789473683
2011-04-08,4863.990526315789
2011-04-15,4584.7856756756755
2011-04-22,4903.848108108108
2011-04-29,4812.043783783783
2011-05-06,5701.141621621621
2011-05-13,5510.345945945948
2011-05-20,4745.004054054053
2011-05-27,4718.444864864865
2011-06-03,5075.418378378378
2011-06-10,4984.183513513513
2011-06-17,4840.093421052632
2011-06-24,4909.894473684211
2011-07-01,5103.24947368421
2011-07-08,5263.476756756756
2011-07-15,5335.896486486486
2011-07-22,5494.199729729731
2011-07-29,5217.081621621621
2011-08-05,5716.414054054056
2011-08-12,5393.667297297299
2011-08-19,5443.511891891892
2011-08-26,5351.131891891893
2011-09-02,4577.4643243243245
2011-09-09,5025.529189189189
2011-09-16,4552.462162162163
2011-09-23,4631.792162162162
2011-09-30,4570.594054054054
2011-10-07,5119.7410810810825
2011-10-14,4881.702162162162
2011-10-21,5340.617297297297
2011-10-28,5738.756486486485
2011-11-04,6301.554324324324
2011-11-11,6322.273513513513
2011-11-18,5722.393243243244
2011-11-25,8287.271081081082
2011-12-02,6521.015135135135
2011-12-09,8010.234324324324
2011-12-16,9866.419189189186
2011-12-23,14540.324324324327
2011-12-30,7096.746486486485
2012-01-06,5068.9613513513505
2012-01-13,4581.838648648648
2012-01-20,4767.1910810810805
2012-01-27,4327.974864864865
2012-02-03,5486.107105263158
2012-02-10,6856.530270270269
2012-02-17,7059.4416216216205
2012-02-24,6045.876216216217
2012-03-02,5663.528108108108
2012-03-09,5218.951351351351
2012-03-16,5300.117837837838
2012-03-23,4873.348157894737
2012-03-30,4833.1581081081085
2012-04-06,5497.3970270270265
2012-04-13,4902.554864864865
2012-04-20,5003.7659459459455
2012-04-27,4966.545135135136
2012-05-04,5303.892702702702
2012-05-11,5535.723513513514
2012-05-18,5585.188108108109
2012-05-25,4965.124324324323
2012-06-01,5097.466756756757
2012-06-08,5290.435675675675
2012-06-15,4965.582972972973
2012-06-22,5236.042432432432
2012-06-29,5488.637297297297
2012-07-06,5777.962972972973
2012-07-13,5614.598378378378
2012-07-20,5742.86108108108
2012-07-27,5448.872432432433
2012-08-03,5783.072972972974
2012-08-10,5722.1551351351345
2012-08-17,5705.81054054054
2012-08-24,5747.304594594594
2012-08-31,5510.9567567567565
2012-09-07,5244.73891891892
2012-09-14,4789.406756756756
2012-09-21,4853.561081081082
2012-09-28,4837.184594594593
2012-10-05,5113.775263157893
2012-10-12,5141.436842105263
2012-10-19,5029.865263157893
2012-10-26,5310.532631578946
