Date,Weekly_Sales
2010-02-05,41057.25
2010-02-12,39799.36
2010-02-19,42908.44
2010-02-26,40515.35
2010-03-05,49353.2
2010-03-12,50266.09
2010-03-19,51445.84
2010-03-26,47243.95
2010-04-02,51518.89
2010-04-09,50506.17
2010-04-16,51991.53
2010-04-23,46937.98
2010-04-30,43804.22
2010-05-07,50593.09
2010-05-14,48130.33
2010-05-21,49969.25
2010-05-28,51622.46
2010-06-04,45759.66
2010-06-11,45609.79
2010-06-18,49159.05
2010-06-25,48067.04
2010-07-02,52167.87
2010-07-09,48034.33
2010-07-16,53073.22
2010-07-23,54449.37
2010-07-30,53046.88
2010-08-06,57782.95
2010-08-13,54608.21
2010-08-20,56542.31
2010-08-27,51248.76
2010-09-03,57874.98
2010-09-10,49220.01
2010-09-17,51203.89
2010-09-24,48325.23
2010-10-01,53190.78
2010-10-08,48977.96
2010-10-15,47331.7
2010-10-22,49207.62
2010-10-29,47862.54
2010-11-05,51388.87
2010-11-12,50623.79
2010-11-19,47718.12
2010-11-26,44776.46
2010-12-03,46311.1
2010-12-10,49320.95
2010-12-17,49127.66
2010-12-24,48854.44
2010-12-31,38064.75
2011-01-07,48050.61
2011-01-14,46391.98
2011-01-21,45695.42
2011-01-28,43097.57
2011-02-04,42783.38
2011-02-11,46268.29
2011-02-18,48701.35
2011-02-25,50210.95
2011-03-04,49347.95
2011-03-11,48375.92
2011-03-18,49440.82
2011-03-25,42780.77
2011-04-01,47281.16
2011-04-08,49947.52
2011-04-15,50907.34
2011-04-22,47020.3
2011-04-29,55328.66
2011-05-06,61588.84
2011-05-13,60182.92
2011-05-20,51913.39
2011-05-27,46790.83
2011-06-03,43607.42
2011-06-10,39256.49
2011-06-17,38254.73
2011-06-24,39678.65
2011-07-01,37027.16
2011-07-08,37737.47
2011-07-15,42212.4
2011-07-22,45546.87
2011-07-29,44779.41
2011-08-05,45018.62
2011-08-12,33979.54
2011-08-19,35848.27
2011-08-26,37753.06
2011-09-02,39706.74
2011-09-09,35450.32
2011-09-16,33914.67
2011-09-23,31118.19
2011-09-30,33771.93
2011-10-07,34054.61
2011-10-14,34237.02
2011-10-21,36678.37
2011-10-28,33845.99
2011-11-04,36565.32
2011-11-11,33313.95
2011-11-18,32554.2
2011-11-25,28756.21
2011-12-02,30519.01
2011-12-09,29606.72
2011-12-16,30720.65
2011-12-23,33409.13
2011-12-30,26643.97
2012-01-06,36434.78
2012-01-13,36523.39
2012-01-20,36855.91
2012-01-27,34133.89
2012-02-03,38837.87
2012-02-10,39283.88
2012-02-17,41589.14
2012-02-24,39398.26
2012-03-02,45276.06
2012-03-09,47388.47
2012-03-16,52276.9
2012-03-23,47852.85
2012-03-30,49625.7
2012-04-06,52606.09
2012-04-13,51824.93
2012-04-20,49829.59
2012-04-27,45946.46
2012-05-04,49167.26
2012-05-11,44291.81
2012-05-18,48488.56
2012-05-25,45896.88
2012-06-01,47837.27
2012-06-08,48193.65
2012-06-15,43296.45
2012-06-22,46051.75
2012-06-29,38908.46
2012-07-06,39871.17
2012-07-13,45035.1
2012-07-20,49332.1
2012-07-27,48056.11
2012-08-03,48465.7
2012-08-10,53344.17
2012-08-17,54915.08
2012-08-24,55079.91
2012-08-31,57095.38
2012-09-07,54501.68
2012-09-14,52034.55
2012-09-21,48174.15
2012-09-28,48106.24
2012-10-05,48631.79
2012-10-12,45354.87
2012-10-19,46625.22
2012-10-26,41457.76
