Date,Weekly_Sales
2010-02-05,5115.695161290321
2010-02-12,4797.31846153846
2010-02-19,4668.424153846156
2010-02-26,4158.178923076923
2010-03-05,4513.370468750002
2010-03-12,4795.057903225807
2010-03-19,4543.651774193548
2010-03-26,4407.789838709677
2010-04-02,5178.218750000001
2010-04-09,5206.674444444444
2010-04-16,4870.772857142859
2010-04-23,4813.9955
2010-04-30,4896.685901639343
2010-05-07,5294.0095238095255
2010-05-14,4863.504426229508
2010-05-21,5026.9248333333335
2010-05-28,4920.843015873017
2010-06-04,5630.431499999997
2010-06-11,4862.982131147541
2010-06-18,4980.882539682539
2010-06-25,4840.283606557377
2010-07-02,5016.283114754098
2010-07-09,4783.751967213117
2010-07-16,4601.667213114754
2010-07-23,4579.043833333333
2010-07-30,4408.67262295082
2010-08-06,4967.918360655738
2010-08-13,4620.602419354838
2010-08-20,4558.815555555555
2010-08-27,4808.6625
2010-09-03,5308.163934426229
2010-09-10,4944.08193548387
2010-09-17,4557.397580645161
2010-09-24,4652.8822222222225
2010-10-01,4424.658125
2010-10-08,4611.029365079366
2010-10-15,4385.643750000001
2010-10-22,4452.94171875
2010-10-29,4413.203333333332
2010-11-05,5246.9403225806445
2010-11-12,4868.183225806452
2010-11-19,4720.393809523809
2010-11-26,7630.66578125
2010-12-03,5468.109206349206
2010-12-10,5427.869692307695
2010-12-17,5746.89359375
2010-12-24,7281.41015625
2010-12-31,4733.0187301587275
2011-01-07,4474.175937500001
2011-01-14,4072.4485937499994
2011-01-21,4301.7709375
2011-01-28,4501.425645161292
2011-02-04,5150.206249999999
2011-02-11,4868.602187499999
2011-02-18,5572.22828125
2011-02-25,4677.1349206349205
2011-03-04,5141.150937500002
2011-03-11,4579.657812499999
2011-03-18,4802.733384615382
2011-03-25,4605.195312500001
2011-04-01,5069.621774193549
2011-04-08,4878.311428571428
2011-04-15,4737.1320000000005
2011-04-22,5131.49125
2011-04-29,4801.430625000001
2011-05-06,4967.764307692307
2011-05-13,4545.78140625
2011-05-20,4755.783015873017
2011-05-27,4642.96390625
2011-06-03,5396.457704918034
2011-06-10,4999.7400000000025
2011-06-17,4916.319677419355
2011-06-24,4732.525625000001
2011-07-01,5191.96650793651
2011-07-08,5012.982741935483
2011-07-15,4568.526129032258
2011-07-22,4718.382741935485
2011-07-29,4437.776935483872
2011-08-05,5124.815483870969
2011-08-12,4675.583225806451
2011-08-19,4819.7434920634905
2011-08-26,5005.454354838709
2011-09-02,5174.516885245902
2011-09-09,5179.197096774193
2011-09-16,4566.060819672131
2011-09-23,4547.2653125000015
2011-09-30,4639.926666666667
2011-10-07,4829.8667187500005
2011-10-14,4335.116969696969
2011-10-21,4858.240952380952
2011-10-28,4723.617076923077
2011-11-04,5613.5274603174585
2011-11-11,4950.900000000001
2011-11-18,4811.630781250001
2011-11-25,7580.598059701491
2011-12-02,5878.525156250002
2011-12-09,5484.086119402986
2011-12-16,5664.6313432835805
2011-12-23,6844.212537313437
2011-12-30,5218.2817910447775
2012-01-06,4953.630317460317
2012-01-13,4626.2622222222235
2012-01-20,4563.872698412698
2012-01-27,4553.4495384615375
2012-02-03,5217.9375
2012-02-10,5372.921230769232
2012-02-17,5400.423939393939
2012-02-24,4803.391846153847
2012-03-02,5612.59703125
2012-03-09,5512.628571428572
2012-03-16,5303.0084375000015
2012-03-23,4943.076769230769
2012-03-30,5259.027460317459
2012-04-06,6499.769354838711
2012-04-13,5584.635396825398
2012-04-20,5077.89323076923
2012-04-27,5156.186349206349
2012-05-04,5639.573281250001
2012-05-11,5473.287213114755
2012-05-18,5422.413870967742
2012-05-25,5428.4838095238065
2012-06-01,5804.31935483871
2012-06-08,5423.882380952381
2012-06-15,5280.38129032258
2012-06-22,5417.361333333333
2012-06-29,5317.06612903226
2012-07-06,5593.679180327869
2012-07-13,5183.666229508195
2012-07-20,5180.727741935484
2012-07-27,5029.956721311476
2012-08-03,5228.95435483871
2012-08-10,4869.201587301587
2012-08-17,5233.5696666666645
2012-08-24,5174.699354838709
2012-08-31,5649.8690163934425
2012-09-07,5748.342786885247
2012-09-14,4758.740793650795
2012-09-21,4877.885079365082
2012-09-28,5002.285161290323
2012-10-05,5623.742459016393
2012-10-12,5083.5220312500005
2012-10-19,4973.93888888889
2012-10-26,5154.044677419355
