,Store,Dept,Date,Weekly_Sales
143522,15,42,2010-02-05,2031.37
143523,15,42,2010-02-12,2191.93
143524,15,42,2010-02-19,1983.57
143525,15,42,2010-02-26,2201.37
143526,15,42,2010-03-05,2920.1
143527,15,42,2010-03-12,3773.32
143528,15,42,2010-03-19,2920.93
143529,15,42,2010-03-26,3233.73
143530,15,42,2010-04-02,4031.9
143531,15,42,2010-04-09,3323.25
143532,15,42,2010-04-16,4004.86
143533,15,42,2010-04-23,3321.84
143534,15,42,2010-04-30,3162.69
143535,15,42,2010-05-07,3419.91
143536,15,42,2010-05-14,3511.43
143537,15,42,2010-05-21,3332.36
143538,15,42,2010-05-28,3436.3
143539,15,42,2010-06-04,3426.07
143540,15,42,2010-06-11,3003.44
143541,15,42,2010-06-18,3760.48
143542,15,42,2010-06-25,3305.53
143543,15,42,2010-07-02,4175.94
143544,15,42,2010-07-09,4298.71
143545,15,42,2010-07-16,3407.63
143546,15,42,2010-07-23,3311.18
143547,15,42,2010-07-30,3514.54
143548,15,42,2010-08-06,4051.47
143549,15,42,2010-08-13,3780.88
143550,15,42,2010-08-20,3771.03
143551,15,42,2010-08-27,3476.43
143552,15,42,2010-09-03,3647.85
143553,15,42,2010-09-10,4696.86
143554,15,42,2010-09-17,3790.39
143555,15,42,2010-09-24,3758.8
143556,15,42,2010-10-01,3064.74
143557,15,42,2010-10-08,3298.92
143558,15,42,2010-10-15,3751.31
143559,15,42,2010-10-22,4306.45
143560,15,42,2010-10-29,4013.91
143561,15,42,2010-11-05,4083.01
143562,15,42,2010-11-12,3744.42
143563,15,42,2010-11-19,3359.19
143564,15,42,2010-11-26,3797.1
143565,15,42,2010-12-03,2802.86
143566,15,42,2010-12-10,2851.92
143567,15,42,2010-12-17,2027.35
143568,15,42,2010-12-24,2929.65
143569,15,42,2010-12-31,3237.79
143570,15,42,2011-01-07,2559.84
143571,15,42,2011-01-14,1737.17
143572,15,42,2011-01-21,2996.56
143573,15,42,2011-01-28,2349.46
143574,15,42,2011-02-04,2527.07
143575,15,42,2011-02-11,2918.74
143576,15,42,2011-02-18,3211.2
143577,15,42,2011-02-25,2329.75
143578,15,42,2011-03-04,2673.31
143579,15,42,2011-03-11,2522.48
143580,15,42,2011-03-18,4198.08
143581,15,42,2011-03-25,3474.55
143582,15,42,2011-04-01,3364.61
143583,15,42,2011-04-08,4100.59
143584,15,42,2011-04-15,3972.48
143585,15,42,2011-04-22,3796.4
143586,15,42,2011-04-29,3909.49
143587,15,42,2011-05-06,3581.8
143588,15,42,2011-05-13,3892.6
143589,15,42,2011-05-20,3201.85
143590,15,42,2011-05-27,3784.34
143591,15,42,2011-06-03,3742.27
143592,15,42,2011-06-10,3783.14
143593,15,42,2011-06-17,3744.28
143594,15,42,2011-06-24,3823.49
143595,15,42,2011-07-01,4510.33
143596,15,42,2011-07-08,4019.26
143597,15,42,2011-07-15,3664.68
143598,15,42,2011-07-22,3777.81
143599,15,42,2011-07-29,3518.45
143600,15,42,2011-08-05,4060.72
143601,15,42,2011-08-12,3393.15
143602,15,42,2011-08-19,3720.04
143603,15,42,2011-08-26,4145.85
143604,15,42,2011-09-02,3387.99
143605,15,42,2011-09-09,3653.89
143606,15,42,2011-09-16,3754.99
143607,15,42,2011-09-23,4457.03
143608,15,42,2011-09-30,3237.23
143609,15,42,2011-10-07,3810.79
143610,15,42,2011-10-14,5391.69
143611,15,42,2011-10-21,4310.06
143612,15,42,2011-10-28,4476.44
143613,15,42,2011-11-04,4533.82
143614,15,42,2011-11-11,4705.77
143615,15,42,2011-11-18,4058.93
143616,15,42,2011-11-25,4284.42
143617,15,42,2011-12-02,4395.61
143618,15,42,2011-12-09,3066.85
143619,15,42,2011-12-16,3174.45
143620,15,42,2011-12-23,3295.25
143621,15,42,2011-12-30,2465.05
143622,15,42,2012-01-06,3139.22
143623,15,42,2012-01-13,2931.6
143624,15,42,2012-01-20,2499.28
143625,15,42,2012-01-27,2607.6
143626,15,42,2012-02-03,2987.86
143627,15,42,2012-02-10,2867.32
143628,15,42,2012-02-17,2353.6
143629,15,42,2012-02-24,3085.32
143630,15,42,2012-03-02,2862.86
143631,15,42,2012-03-09,3352.24
143632,15,42,2012-03-16,4606.82
143633,15,42,2012-03-23,3872.25
143634,15,42,2012-03-30,3101.68
143635,15,42,2012-04-06,4559.51
143636,15,42,2012-04-13,4283.39
143637,15,42,2012-04-20,3745.64
143638,15,42,2012-04-27,3610.77
143639,15,42,2012-05-04,3637.66
143640,15,42,2012-05-11,3545.29
143641,15,42,2012-05-18,4082.72
143642,15,42,2012-05-25,4451.85
143643,15,42,2012-06-01,3720.59
143644,15,42,2012-06-08,4006.63
143645,15,42,2012-06-15,4001.85
143646,15,42,2012-06-22,3414.73
143647,15,42,2012-06-29,4234.74
143648,15,42,2012-07-06,4841.64
143649,15,42,2012-07-13,3453.42
143650,15,42,2012-07-20,4009.75
143651,15,42,2012-07-27,3598.78
143652,15,42,2012-08-03,3485.78
143653,15,42,2012-08-10,4012.26
143654,15,42,2012-08-17,3966.06
143655,15,42,2012-08-24,3531.92
143656,15,42,2012-08-31,3099.93
143657,15,42,2012-09-07,3387.08
143658,15,42,2012-09-14,3474.81
143659,15,42,2012-09-21,3954.0
143660,15,42,2012-09-28,3736.06
143661,15,42,2012-10-05,3833.41
143662,15,42,2012-10-12,4329.09
143663,15,42,2012-10-19,4042.59
143664,15,42,2012-10-26,3901.42
