,Store,Dept,Date,Weekly_Sales
402430,43,74,2010-02-05,916.13
402431,43,74,2010-02-12,572.51
402432,43,74,2010-02-19,741.06
402433,43,74,2010-02-26,692.76
402434,43,74,2010-03-05,644.65
402435,43,74,2010-03-12,529.65
402436,43,74,2010-03-19,567.42
402437,43,74,2010-03-26,645.95
402438,43,74,2010-04-02,550.33
402439,43,74,2010-04-09,689.36
402440,43,74,2010-04-16,862.65
402441,43,74,2010-04-23,565.54
402442,43,74,2010-04-30,634.64
402443,43,74,2010-05-07,543.44
402444,43,74,2010-05-14,571.55
402445,43,74,2010-05-21,832.55
402446,43,74,2010-05-28,723.46
402447,43,74,2010-06-04,711.05
402448,43,74,2010-06-11,675.98
402449,43,74,2010-06-18,571.09
402450,43,74,2010-06-25,824.57
402451,43,74,2010-07-02,690.96
402452,43,74,2010-07-09,840.06
402453,43,74,2010-07-16,1098.78
402454,43,74,2010-07-23,1354.04
402455,43,74,2010-07-30,934.74
402456,43,74,2010-08-06,1243.95
402457,43,74,2010-08-13,1091.8
402458,43,74,2010-08-20,883.86
402459,43,74,2010-08-27,918.14
402460,43,74,2010-09-03,859.33
402461,43,74,2010-09-10,631.87
402462,43,74,2010-09-17,808.88
402463,43,74,2010-09-24,563.65
402464,43,74,2010-10-01,687.85
402465,43,74,2010-10-08,561.75
402466,43,74,2010-10-15,459.61
402467,43,74,2010-10-22,411.62
402468,43,74,2010-10-29,482.07
402469,43,74,2010-11-05,380.39
402470,43,74,2010-11-12,294.48
402471,43,74,2010-11-19,387.95
402472,43,74,2010-11-26,626.67
402473,43,74,2010-12-03,362.66
402474,43,74,2010-12-10,419.16
402475,43,74,2010-12-17,350.25
402476,43,74,2010-12-24,550.0
402477,43,74,2010-12-31,308.0
402478,43,74,2011-01-07,560.64
402479,43,74,2011-01-14,466.36
402480,43,74,2011-01-21,447.05
402481,43,74,2011-01-28,337.54
402482,43,74,2011-02-04,410.4
402483,43,74,2011-02-11,355.08
402484,43,74,2011-02-18,486.76
402485,43,74,2011-02-25,537.13
402486,43,74,2011-03-04,532.12
402487,43,74,2011-03-11,492.76
402488,43,74,2011-03-18,428.48
402489,43,74,2011-03-25,679.87
402490,43,74,2011-04-01,361.7
402491,43,74,2011-04-08,267.06
402492,43,74,2011-04-15,398.28
402493,43,74,2011-04-22,453.76
402494,43,74,2011-04-29,528.78
402495,43,74,2011-05-06,416.96
402496,43,74,2011-05-13,393.24
402497,43,74,2011-05-20,476.95
402498,43,74,2011-05-27,382.5
402499,43,74,2011-06-03,610.17
402500,43,74,2011-06-10,460.95
402501,43,74,2011-06-17,587.3
402502,43,74,2011-06-24,424.43
402503,43,74,2011-07-01,450.06
402504,43,74,2011-07-08,502.44
402505,43,74,2011-07-15,582.36
402506,43,74,2011-07-22,483.19
402507,43,74,2011-07-29,530.85
402508,43,74,2011-08-05,714.05
402509,43,74,2011-08-12,552.73
402510,43,74,2011-08-19,740.1
402511,43,74,2011-08-26,719.09
402512,43,74,2011-09-02,818.47
402513,43,74,2011-09-09,817.08
402514,43,74,2011-09-16,606.27
402515,43,74,2011-09-23,566.69
402516,43,74,2011-09-30,513.34
402517,43,74,2011-10-07,602.12
402518,43,74,2011-10-14,532.37
402519,43,74,2011-10-21,458.78
402520,43,74,2011-10-28,482.22
402521,43,74,2011-11-04,603.63
402522,43,74,2011-11-11,564.21
402523,43,74,2011-11-18,529.27
402524,43,74,2011-11-25,780.91
402525,43,74,2011-12-02,520.83
402526,43,74,2011-12-09,524.89
402527,43,74,2011-12-16,525.33
402528,43,74,2011-12-23,731.16
402529,43,74,2011-12-30,546.0
402530,43,74,2012-01-06,688.09
402531,43,74,2012-01-13,618.8
402532,43,74,2012-01-20,541.26
402533,43,74,2012-01-27,699.2
402534,43,74,2012-02-03,724.79
402535,43,74,2012-02-10,690.06
402536,43,74,2012-02-17,636.19
402537,43,74,2012-02-24,739.61
402538,43,74,2012-03-02,661.65
402539,43,74,2012-03-09,727.02
402540,43,74,2012-03-16,802.46
402541,43,74,2012-03-23,594.13
402542,43,74,2012-03-30,955.78
402543,43,74,2012-04-06,825.54
402544,43,74,2012-04-13,743.91
402545,43,74,2012-04-20,802.31
402546,43,74,2012-04-27,689.92
402547,43,74,2012-05-04,758.89
402548,43,74,2012-05-11,744.59
402549,43,74,2012-05-18,493.55
402550,43,74,2012-05-25,956.88
402551,43,74,2012-06-01,845.99
402552,43,74,2012-06-08,995.18
402553,43,74,2012-06-15,885.42
402554,43,74,2012-06-22,922.84
402555,43,74,2012-06-29,817.85
402556,43,74,2012-07-06,678.71
402557,43,74,2012-07-13,933.43
402558,43,74,2012-07-20,769.1
402559,43,74,2012-07-27,923.75
402560,43,74,2012-08-03,850.5
402561,43,74,2012-08-10,878.42
402562,43,74,2012-08-17,892.62
402563,43,74,2012-08-24,857.33
402564,43,74,2012-08-31,801.46
402565,43,74,2012-09-07,1016.89
402566,43,74,2012-09-14,836.94
402567,43,74,2012-09-21,874.28
402568,43,74,2012-09-28,606.46
402569,43,74,2012-10-05,818.66
402570,43,74,2012-10-12,576.93
402571,43,74,2012-10-19,666.2
402572,43,74,2012-10-26,769.55
