Date,Weekly_Sales
2010-02-05,18367.365671641786
2010-02-12,17445.004626865677
2010-02-19,18965.05432835821
2010-02-26,15464.420303030305
2010-03-05,17615.307121212118
2010-03-12,17429.460454545453
2010-03-19,16932.364999999998
2010-03-26,16346.976363636366
2010-04-02,17493.477500000005
2010-04-09,17880.820447761198
2010-04-16,16431.629545454547
2010-04-23,16830.719393939395
2010-04-30,16875.856153846158
2010-05-07,18186.152000000002
2010-05-14,16481.754776119404
2010-05-21,16846.5965625
2010-05-28,18542.08303030303
2010-06-04,19429.98045454545
2010-06-11,17582.01075757576
2010-06-18,18151.905454545456
2010-06-25,18926.857538461543
2010-07-02,18320.98647058823
2010-07-09,18936.817313432835
2010-07-16,16782.311492537312
2010-07-23,17257.791230769235
2010-07-30,17001.966865671642
2010-08-06,17355.638088235304
2010-08-13,16277.425373134329
2010-08-20,15903.376923076927
2010-08-27,13696.91134328358
2010-09-03,14159.116268656715
2010-09-10,14353.522089552233
2010-09-17,12991.306406250002
2010-09-24,11485.905757575754
2010-10-01,11508.435970149258
2010-10-08,13251.74727272727
2010-10-15,12096.621060606056
2010-10-22,11995.736521739129
2010-10-29,12802.945223880599
2010-11-05,12784.168484848487
2010-11-12,13195.677121212122
2010-11-19,13028.466923076923
2010-11-26,26595.0295522388
2010-12-03,14887.861818181818
2010-12-10,16545.972985074626
2010-12-17,19626.67761194029
2010-12-24,26958.129393939398
2010-12-31,8601.970895522389
2011-01-07,9690.891791044776
2011-01-14,10263.742985074627
2011-01-21,10152.339538461538
2011-01-28,9595.299696969696
2011-02-04,11326.925000000001
2011-02-11,13019.063181818188
2011-02-18,12915.013134328357
2011-02-25,12554.168059701493
2011-03-04,12693.261791044777
2011-03-11,12778.482923076923
2011-03-18,11950.19134328358
2011-03-25,11725.909230769234
2011-04-01,11215.013823529409
2011-04-08,12513.114000000005
2011-04-15,12047.836363636368
2011-04-22,12950.435999999996
2011-04-29,12489.60092307692
2011-05-06,12654.260303030305
2011-05-13,12517.514393939395
2011-05-20,11770.28121212121
2011-05-27,12510.420588235298
2011-06-03,14260.699104477608
2011-06-10,12956.518333333333
2011-06-17,12185.218529411764
2011-06-24,12869.660151515154
2011-07-01,13051.550447761196
2011-07-08,12172.32132352941
2011-07-15,12330.992424242422
2011-07-22,12241.618208955226
2011-07-29,11679.095000000005
2011-08-05,12527.586515151506
2011-08-12,12237.490895522387
2011-08-19,12243.109701492534
2011-08-26,13591.473484848482
2011-09-02,12141.590298507466
2011-09-09,13767.770746268658
2011-09-16,11026.747910447759
2011-09-23,10379.447794117648
2011-09-30,11189.208208955226
2011-10-07,11994.50803030303
2011-10-14,11535.212686567167
2011-10-21,11931.300000000003
2011-10-28,12071.962686567162
2011-11-04,9901.041666666666
2011-11-11,13142.930298507463
2011-11-18,12438.849999999997
2011-11-25,25877.946268656717
2011-12-02,13486.657164179105
2011-12-09,13955.367499999995
2011-12-16,15932.22357142857
2011-12-23,22797.265
2011-12-30,13502.247014925368
2012-01-06,10025.493880597018
2012-01-13,9330.374776119399
2012-01-20,9850.735882352943
2012-01-27,8786.910298507464
2012-02-03,11316.682272727277
2012-02-10,12875.441515151515
2012-02-17,11613.639295774652
2012-02-24,12385.057538461542
2012-03-02,11441.359701492544
2012-03-09,12065.929545454544
2012-03-16,12391.340937500001
2012-03-23,11353.299999999994
2012-03-30,11454.241384615389
2012-04-06,12840.200895522388
2012-04-13,11948.991212121211
2012-04-20,11686.180000000006
2012-04-27,10606.065441176468
2012-05-04,11522.934328358213
2012-05-11,11799.759264705881
2012-05-18,12412.070909090904
2012-05-25,12271.151791044773
2012-06-01,14124.174545454545
2012-06-08,13036.044925373131
2012-06-15,12661.035970149254
2012-06-22,13407.29411764706
2012-06-29,12929.46971014493
2012-07-06,14492.347647058821
2012-07-13,13107.356825396822
2012-07-20,12370.952058823528
2012-07-27,12242.881060606062
2012-08-03,12738.475882352946
2012-08-10,13667.212307692307
2012-08-17,12869.26768115942
2012-08-24,13362.309253731344
2012-08-31,14110.287424242424
2012-09-07,14699.005223880597
2012-09-14,12448.009696969702
2012-09-21,11526.909552238803
2012-09-28,12150.744179104475
2012-10-05,13122.187878787883
2012-10-12,12847.693235294113
2012-10-19,12195.362794117644
2012-10-26,12912.501492537305
